Input.1	M.LHH.C1	M.LLL.C1	M.LLH.C1	R.HHH.C1	M.LLH.F2	Input.3	M.HLH.C1	M.HHH.C3	M.LHL.C1	R.LLH.C3	M.LLH.C3	R.HLL.C1	M.LHL.C3	M.LHH.C3	M.HHH.C2	M.HHL.C3	M.HLH.C3	R.HHL.C2	M.LLH.F3	M.HLH.C2	M.HHH.C1	M.HLL.C3	M.LLL.C3	R.LHH.C3	R.LLH.C1	Input.2	M.LLH.C2	M.HHL.C1	R.LLL.C3	M.HLH.F2	R.HLH.F3	M.HLL.C1	R.LLH.C2	R.HHH.F1	R.HLH.C1	M.LHH.F1	M.LHL.C2	R.LHH.C1	R.HLH.C2	R.HLH.C3	M.LHH.C2	R.HLL.C2	R.HHL.C3	M.HLL.C2	R.HHL.C1	R.LLL.C2	R.HLL.C3	M.HHH.F2	R.LHL.C3	R.LHH.C2	M.LLL.C2	M.HHL.C2	R.LLH.F3	R.HHH.C3	M.HHH.F3	M.HLH.F3	R.LLL.C1	R.HLH.F2	M.HHH.F1	R.LHL.C1	R.HHH.C2	M.LLH.F1	R.HLH.F1	R.LLH.F1	M.LHH.F3	R.LHH.F3	M.LHL.F3	M.LLL.F3	M.LLL.F1	R.LHL.C2	R.HHL.F1	M.LLL.F2	M.HLH.F1	M.LHL.F1	M.HLL.F2	M.HLL.F1	R.HLL.F2	M.HLL.F3	R.LHL.F1	M.HHL.F3	R.LLL.F3	R.HLL.F3	M.HHL.F2	M.LHL.F2	R.LHL.F3	R.HHL.F3
M.HLH.F2	0.205316920947	0.194255647778	0.190265507723	0.211471108986	0.23679783751	0.518264668223	0.293298512926	0.193056106926	0.27709578587	0.196207285904	0.264041721147	0.264522682122	0.145498357369	0.250211145757	0.262469293549	0.176984669466	0.276831349589	0.291852566538	0.477759937245	0.43723362556	0.171135855244	0.196497866049	0.285538942038	0.277586822572	0.230532662545	0.268914915223	0.195417290805	0.180209178696	0.189121309795	0.35559594869	0.0	0.334396292928	0.186962196766	0.199854563083	0.822583208002	0.203294746896	0.254825510336	0.204212225619	0.223139535239	0.245306062899	0.302598742029	0.19088139705	0.209708649881	0.202650770415	0.0203963514739	0.254340819181	0.34777101264	0.484039562618	0.459293372221	0.268829997448	0.367815068696	0.210947362262	0.180969704515	0.228935855567	0.307163076638	0.251837803052	0.309431916047	0.231787980052	0.244192219609	0.475904421976	0.145006760812	0.249586832045	0.288994876187	0.376918598274	0.799780647798	0.314379573864	0.638151658768	0.403233974969	0.444594018786	0.160199732606	0.416542878307	0.323047494469	0.363046967419	0.240059610677	0.305172739827	0.286832774089	0.470867426718	0.387361674518	0.280138613773	0.610600674737	0.238916511888	0.203923407232	0.213904945119	0.440128933184	0.343120439996	0.336800208486	0.40067219505
R.HLH.F3	0.409520793682	0.44480249698	0.454521399288	0.484109138982	0.48042130997	0.455995845793	0.475852701479	0.455538882107	0.46226542808	0.459765754248	0.46678668221	0.489086510168	0.381949634161	0.488981095434	0.473158109049	0.422216793771	0.472599311502	0.474061736235	0.321024092943	0.776706896366	0.45425707918	0.46735783024	0.46128921721	0.481410588891	0.438857094694	0.441414070314	0.413566017417	0.412086923492	0.44963552944	0.492581769055	0.334396292928	0.0	0.461077076483	0.419420034549	0.58769266408	0.415834066625	0.450467227506	0.446869146265	0.378693221852	0.364124678593	0.433805854185	0.397167950881	0.416652877519	0.351622259401	0.311800746701	0.410783422963	0.0880687685	0.736391571982	0.75351032618	0.509188199905	0.119455626316	0.407418295693	0.396727706649	0.371867232546	0.434980212811	0.391955479603	0.432664738311	0.30479834839	0.11771764172	0.753722463931	0.446122420969	0.391595042097	0.376454445664	0.0422922261671	0.527446164933	0.416942781921	0.571791291646	0.542667315157	0.578236473963	0.247065778649	0.55418388707	0.370185100722	0.452227783342	0.462539739057	0.451448865677	0.422697057662	0.586895844096	0.15076498535	0.426829367408	0.416897617816	0.356065778007	0.32793694992	0.335524589304	0.574427749811	0.080752183605	0.369087134914	0.54044271902
M.HLL.C1	0.0725853616087	0.0398220124726	0.0249808936395	0.0590639678154	0.0893864542667	0.282526655067	0.103223008962	0.0460086469088	0.0855416114993	0.0207551975122	0.0717483376012	0.0726041104789	0.235817565363	0.0572777262833	0.0701845283169	0.040173684547	0.0855230684726	0.101623648205	0.332670785983	0.224422650461	0.0155265702662	0.0424389930065	0.09447782489	0.0865095007075	0.0410473518303	0.0981245719299	0.0525654920828	0.0492610773382	0.0288024431425	0.170325672363	0.186962196766	0.461077076483	0.0	0.0559752770007	0.550131313271	0.0329005301817	0.0862902743816	0.0683257524089	0.0768279369562	0.0988670782476	0.109939169386	0.0511885768039	0.0277824845786	0.280371809388	0.189518374379	0.0719506219713	0.47875834271	0.232369355657	0.199641373758	0.0774302101497	0.492041765161	0.0629981702821	0.0577935543556	0.0946785181989	0.114490948379	0.103081799783	0.116140594072	0.142267441636	0.37988426845	0.26827675072	0.236670274958	0.103585066861	0.132925596224	0.497182373985	0.503180572181	0.133835830015	0.390269319237	0.458473150894	0.489508385341	0.304899110715	0.52236746185	0.190821342114	0.235088760495	0.0683454660026	0.114454056339	0.14356796914	0.278934794732	0.382646349321	0.0868602450088	0.422184364158	0.110016693868	0.117396102635	0.110769985703	0.486119459437	0.475696776027	0.179398423382	0.456576831351
R.LLH.C2	0.0368475821841	0.0284230411184	0.0364791217089	0.0359611156436	0.0533575365524	0.255589143721	0.0951002506266	0.0306811814286	0.0771016211739	0.0421004354938	0.063069996437	0.0691240189032	0.244492500975	0.062233098598	0.0614824269215	0.0322389537348	0.0770921932393	0.0934718715592	0.313610358724	0.193464392034	0.0465060240964	0.0390209794075	0.0861898373196	0.0781022390846	0.0470846703014	0.0675381376384	0.0052700307185	0.0363180241315	0.0328392419708	0.163293455905	0.199854563083	0.419420034549	0.0559752770007	0.0	0.507142989953	0.0312170002729	0.0527314893109	0.0396335035872	0.0481796737714	0.0448230886566	0.101818906738	0.0238782792748	0.0414176163206	0.289115492831	0.182871827879	0.07812497978	0.457343067929	0.241069061187	0.208344954366	0.0875336336699	0.471319897161	0.0707537170486	0.0385058608985	0.0562448062826	0.106436334642	0.0775349130936	0.108087409117	0.106470374409	0.33448229164	0.207407463215	0.282011494777	0.126730579958	0.139567741341	0.449870113698	0.455100488567	0.123120529301	0.345435535849	0.470896036722	0.501547558262	0.260485876861	0.480678041796	0.167084432639	0.205889497722	0.0370272812293	0.106469973747	0.16602287887	0.225298036076	0.361326548995	0.0783744239824	0.386907931062	0.109656502235	0.09690097794	0.0900984966304	0.498202494614	0.454120577529	0.12679185835	0.469021854089
R.HHH.F1	0.499382622382	0.521198206233	0.536706125443	0.538395621317	0.535283782938	0.51978528092	0.515573789344	0.52098487653	0.504032044608	0.541705073828	0.510414783989	0.532111786438	0.787343850394	0.533319472667	0.516882837178	0.515904533241	0.514587032411	0.513944131278	0.451879738306	0.422204437839	0.544985232434	0.531524919606	0.501603359559	0.523267385502	0.504391185459	0.483435727401	0.506502493949	0.507253581323	0.532276073504	0.520331943602	0.822583208002	0.58769266408	0.550131313271	0.507142989953	0.0	0.510616670604	0.495285754302	0.533600172924	0.467979964981	0.449159012806	0.462626408971	0.495610984235	0.510775719235	0.724950087964	0.802798048355	0.480782512064	0.619880097021	0.421492336138	0.419120673664	0.550873361799	0.631522715594	0.502971062594	0.494826800399	0.455864325545	0.461635281857	0.450911245013	0.456036741611	0.435386025008	0.616259402851	0.424714641259	0.86408239309	0.502324303472	0.420231503299	0.560117178799	0.128042143397	0.403188274287	0.211921765793	0.597645748056	0.625436862556	0.659737840812	0.465131516625	0.28541888179	0.523890558836	0.509003688332	0.485404098569	0.526856135945	0.324112849901	0.497256344982	0.463346172485	0.271834911036	0.486159413411	0.473256392177	0.46403767766	0.622435953286	0.617179158249	0.3672576696	0.595924870372
R.HLH.C1	0.0530102287038	0.0333564481667	0.0315819342128	0.0660261292401	0.082517649999	0.289358604113	0.0871331125115	0.046395654545	0.0692227490661	0.0277695550951	0.0552782824914	0.0679061371381	0.215847611766	0.0610921148068	0.0540569927176	0.0230160636054	0.069221992459	0.0855117774717	0.309471671224	0.217231552514	0.0339497253222	0.0494854035419	0.0782566963616	0.0702321207672	0.0225295916316	0.0673005015378	0.0260615272949	0.0276614490144	0.03133293096	0.155011972263	0.203294746896	0.415834066625	0.0329005301817	0.0312170002729	0.510616670604	0.0	0.0551276781121	0.0620340937502	0.0436801583781	0.0678893764795	0.0937075611089	0.0217984258367	0.0103688222372	0.2593733208	0.187163044442	0.053694358723	0.449925889909	0.210595223169	0.183535324752	0.0860709600968	0.463859906594	0.0420242779112	0.0361676603358	0.0612358675637	0.0982890764686	0.0694756197669	0.0999051788739	0.109311886024	0.337616013463	0.232034303405	0.257861013951	0.0966901618759	0.114565989338	0.451112488221	0.459879403578	0.100157728707	0.350626967352	0.432473688967	0.464800997916	0.264715335694	0.478430898047	0.165198618103	0.217695469675	0.0426788163979	0.0983929790466	0.136789892222	0.244883061959	0.355826722158	0.0704251808605	0.391259187364	0.0862984976776	0.0958368919798	0.0891222742418	0.461269818987	0.446714994518	0.148431914665	0.430499196175
M.LHH.F1	0.0457333405944	0.0604670764577	0.0644613492752	0.0619389428997	0.0503797900928	0.251928296702	0.0438677731082	0.0645186525995	0.0252065011982	0.0696801190107	0.0295902053929	0.0381485036409	0.233455956431	0.0332019476003	0.0235149979199	0.0675117958781	0.0291614577723	0.04217535524	0.339842753078	0.211209487298	0.0775729374574	0.0672962249516	0.0345725239807	0.0374136559844	0.0478403918015	0.0151932474456	0.0559437633374	0.0666728425798	0.0642174977012	0.114305193374	0.254825510336	0.450467227506	0.0862902743816	0.0527314893109	0.495285754302	0.0551276781121	0.0	0.0590904016158	0.0581370229467	0.0632861344441	0.0788426749676	0.0575426385386	0.0597605788294	0.260686102511	0.238826149438	0.0658461600953	0.485520196315	0.212274361954	0.200146380251	0.0570065360301	0.498468244747	0.0805409754797	0.0678045419015	0.0660527271331	0.0602925947823	0.0615345432223	0.0587996780945	0.136225594872	0.341116177602	0.182542816393	0.278333251537	0.135101014621	0.116534683674	0.443399549941	0.443331301509	0.0995445520821	0.33703662775	0.432822328648	0.464917911654	0.254254731473	0.465897565314	0.193500648194	0.203608949711	0.0190023814927	0.0630978091293	0.173358733378	0.185396081058	0.390235021418	0.0560013128661	0.379622941041	0.118604608238	0.126622473694	0.120117153982	0.46141080767	0.48253712047	0.0986954962212	0.43086281284
M.LHL.C2	0.0308299446604	0.0605130606709	0.0682335520357	0.0679978680118	0.0343516813088	0.259386822729	0.0820752780757	0.0630540273063	0.0732796664616	0.0735507227422	0.0799145063292	0.0567035145441	0.278691174761	0.0635227720507	0.0648095944268	0.0480264456914	0.0645938339327	0.0804736146698	0.32070353596	0.224415240524	0.0553282057722	0.0712265164753	0.0907327993559	0.0686798061421	0.0844116245343	0.0644509032598	0.038772450841	0.0519221466182	0.0647111094777	0.149161670262	0.204212225619	0.446869146265	0.0683257524089	0.0396335035872	0.533600172924	0.0620340937502	0.0590904016158	0.0	0.0853344872438	0.0736529930969	0.134782656533	0.0513815387583	0.0692067790787	0.320389908538	0.194817003865	0.113639097141	0.46024731867	0.275619393483	0.245467782928	0.0679375112765	0.473620778599	0.0847892810766	0.0540273079978	0.093359666436	0.116291256433	0.114083027816	0.114903765762	0.138788523916	0.368767800477	0.188148870526	0.308296070853	0.138506182691	0.172765368841	0.481684820874	0.486407025896	0.158086600186	0.378918330242	0.500355415065	0.528185158529	0.296277035635	0.509222585602	0.186556860339	0.173433620408	0.0583516489173	0.118583899713	0.176171809305	0.2139988695	0.367646887318	0.11331414402	0.411770048242	0.128762096848	0.110699909913	0.104190949617	0.525141632799	0.457167749944	0.135735627543	0.498658036886
R.LHH.C1	0.0594159575742	0.0400660384956	0.0538398586665	0.0726473002342	0.0888544153677	0.297396856582	0.0952065166827	0.0529741177429	0.0770771831555	0.0599753144077	0.0753967898794	0.0936970587635	0.237502155738	0.087290858496	0.079926678409	0.0491425513287	0.0855868968811	0.0930933313171	0.283379002339	0.22497658504	0.0677016205709	0.0560901235274	0.0796557791804	0.0931684519729	0.0452120675261	0.0560865939517	0.0489502944176	0.0451308873411	0.0500254452926	0.140257435044	0.223139535239	0.378693221852	0.0768279369562	0.0481796737714	0.467979964981	0.0436801583781	0.0581370229467	0.0853344872438	0.0	0.0378728673814	0.0777426796275	0.0352827605022	0.0480149592792	0.234247077852	0.207005516577	0.0321693254135	0.418622612365	0.222036269937	0.214296657772	0.1117232423	0.433361587021	0.0507247012416	0.0398289331217	0.0173001317482	0.0823783284455	0.0284894892764	0.0839704529062	0.079483027222	0.284643541368	0.239371497168	0.280276090988	0.090966259988	0.091626581511	0.394455376898	0.412772805937	0.0759580127503	0.306656128763	0.402886595225	0.436927352469	0.213735360748	0.424619577854	0.141427322448	0.201705616949	0.0617662769226	0.0826204794809	0.131337305178	0.206375746944	0.326024701664	0.0541310468943	0.357159200444	0.0729859063576	0.0702355258857	0.0633716349646	0.433209175406	0.415226137318	0.112790942081	0.400807337996
R.HLH.C2	0.0455497599304	0.0689567143944	0.0767547333185	0.0766147394212	0.08355248965	0.270245686556	0.099636383166	0.0716068538409	0.081841314478	0.0826479754876	0.0802477386035	0.0982836683679	0.275873579221	0.0920398900009	0.0847200465527	0.0729349027402	0.0902295264541	0.0975597229559	0.273360501414	0.235311172731	0.0900843324409	0.0798557181806	0.0843440972702	0.0976995235259	0.0759661925971	0.0611992514438	0.047910451633	0.0671066151833	0.0731590790611	0.137829410719	0.245306062899	0.364124678593	0.0988670782476	0.0448230886566	0.449159012806	0.0678893764795	0.0632861344441	0.0736529930969	0.0378728673814	0.0	0.0762183396348	0.0516293280339	0.0723607102359	0.257454347383	0.228891330193	0.0685123007287	0.404296359621	0.25482576691	0.246393807554	0.116035256727	0.419148459165	0.0774233738496	0.0569820773536	0.0346444473994	0.07366755225	0.0522214894921	0.0752246532825	0.078192253417	0.279952489397	0.229400634231	0.319221173839	0.106162919199	0.113582083416	0.387419157351	0.393038542719	0.0966182825714	0.291148645836	0.425820239493	0.458004290831	0.210393029731	0.436077402323	0.134147566294	0.167621887298	0.066937660261	0.0825789011582	0.145383142001	0.185763759966	0.313902700166	0.0599044054651	0.343555180319	0.0888950490116	0.0714522230361	0.0565932077052	0.4544857402	0.400875628747	0.080379186455	0.423856506313
R.HLH.C3	0.109874123416	0.110076091474	0.113817589235	0.112239291044	0.127874990496	0.326469904149	0.0771304364334	0.114512567219	0.0617169631589	0.110369607892	0.0569872051547	0.0793469655058	0.202602310006	0.081416423215	0.0718793209967	0.115329247523	0.0700588946357	0.0616243868405	0.33084439965	0.246160233697	0.125771628325	0.117356804347	0.0435462273323	0.0658422173812	0.072804799234	0.071921724507	0.10478853882	0.114368491229	0.113576903188	0.080956540172	0.302598742029	0.433805854185	0.109939169386	0.101818906738	0.462626408971	0.0937075611089	0.0788426749676	0.134782656533	0.0777426796275	0.0762183396348	0.0	0.10617832317	0.0856467211457	0.175375607893	0.287316529395	0.046797809636	0.468320428827	0.165442703378	0.2069720481	0.083830050907	0.481122397082	0.103865984644	0.110578393485	0.0747933335505	0.0217316250265	0.0572258332181	0.0300104446363	0.13481337534	0.330213019317	0.249643253864	0.244591796335	0.0987598839393	0.0794150682146	0.42687190023	0.409930319132	0.0788528802778	0.310513992973	0.346329090287	0.350816921311	0.232002432984	0.432761362941	0.190254015269	0.22460498624	0.0814856105489	0.0673388191682	0.109145051051	0.198330820928	0.377880922576	0.0240809796395	0.357317711253	0.11565315449	0.125568464922	0.119294687126	0.346749611198	0.465375056146	0.115067994614	0.35076423475
M.LHH.C2	0.0329440098182	0.0345251172934	0.0429386234315	0.0587449456147	0.0757024298751	0.283042133695	0.0994671093298	0.0389746523126	0.0816561008221	0.0485719703541	0.0713914879528	0.0898385687111	0.241201395558	0.0833212528683	0.075951032284	0.0234582994107	0.0817153818907	0.0978558488144	0.290219187511	0.210371062361	0.0417318768831	0.0456764247787	0.0906539171407	0.0893599656303	0.0408863200995	0.0722032297619	0.0186984420396	0.0168673001362	0.0392035116326	0.167015057697	0.19088139705	0.397167950881	0.0511885768039	0.0238782792748	0.495610984235	0.0217984258367	0.0575426385386	0.0513815387583	0.0352827605022	0.0516293280339	0.10617832317	0.0	0.0239197570913	0.273850283262	0.174583910431	0.0653027349405	0.428125554513	0.225345210467	0.21078142529	0.10802219116	0.442754502481	0.0476884139838	0.014873895798	0.0437095007456	0.110756192797	0.0643395841556	0.112404984642	0.0925653417599	0.319180134723	0.225690083838	0.28447861605	0.104347805068	0.126541104607	0.432588300315	0.44275066138	0.109693442807	0.333579172272	0.45146827321	0.483025647767	0.246284383489	0.461536455277	0.146641760373	0.201746719159	0.0575488854061	0.110751859006	0.144410993493	0.229344894666	0.334230634462	0.0829525577753	0.378373342747	0.0866596677946	0.0753105639803	0.068423846931	0.479580422665	0.424753459849	0.133045206489	0.449539572134
R.HLL.C2	0.0551992676413	0.0437108705003	0.0419327787868	0.076202469522	0.0920801508273	0.298645390885	0.0791880584731	0.0567319994684	0.0612954296873	0.0381206668312	0.0473810539049	0.0649686417484	0.210390867677	0.0581755461371	0.0512448952707	0.0307008186714	0.0613031933138	0.0775675168309	0.308717734426	0.227114538434	0.0416505554452	0.0598269408521	0.0703112331358	0.0648398892877	0.0163137682724	0.0717561496515	0.0362876404377	0.0296976435565	0.0416849902245	0.146996921297	0.209708649881	0.416652877519	0.0277824845786	0.0414176163206	0.510775719235	0.0103688222372	0.0597605788294	0.0692067790787	0.0480149592792	0.0723607102359	0.0856467211457	0.0239197570913	0.0	0.248166017331	0.193768483663	0.0453895743629	0.447340689313	0.199376017324	0.178712738528	0.0829745842485	0.461177003853	0.0438583109782	0.03811826505	0.0654214810074	0.0902103351056	0.0735934676046	0.091798500224	0.112937250885	0.339335362188	0.241220991341	0.251743719797	0.0862291474055	0.105763749287	0.451485646294	0.460704679042	0.103958103939	0.352701309397	0.417069608957	0.449882093529	0.267215706349	0.478449869335	0.165817817973	0.218196919636	0.0527122140844	0.0903827174032	0.126423705753	0.247804544863	0.35443919694	0.0624334634214	0.392495999537	0.0876919118278	0.0971755664663	0.090534000243	0.446295639844	0.444153496057	0.152065763587	0.415066998811
R.HHL.C3	0.292319436257	0.2849249608	0.289159750666	0.307839672921	0.316731441762	0.593547934638	0.250358045493	0.293367498957	0.236854837409	0.284670845456	0.234112923566	0.258567884848	0.0606561849603	0.263934668856	0.250906321318	0.283579523555	0.245925494371	0.233492528888	0.505946863736	0.486801770973	0.299895580516	0.296476795527	0.21505314779	0.240910534334	0.236530233298	0.250504783702	0.28926848948	0.281060903299	0.288742845029	0.185244416405	0.202650770415	0.351622259401	0.280371809388	0.289115492831	0.724950087964	0.2593733208	0.260686102511	0.320389908538	0.234247077852	0.257454347383	0.175375607893	0.273850283262	0.248166017331	0.0	0.185208819294	0.197066019996	0.396731741802	0.361782853338	0.422356942718	0.262437188986	0.413253820547	0.260455068855	0.275204397285	0.22759911272	0.198897495052	0.208949566028	0.208384289186	0.252562981584	0.238091801386	0.487030151839	0.101821906168	0.23660647151	0.208245857692	0.342458851815	0.693866101484	0.24914347	0.558153430406	0.257376650675	0.189783103108	0.134411664949	0.358156599992	0.343907254759	0.394954299517	0.266466583213	0.238548564038	0.225683886881	0.416767490485	0.429476022185	0.195587878985	0.551984808659	0.248711309657	0.255815718877	0.265213833733	0.18828441988	0.392914554646	0.303066200022	0.262136723614
M.HLL.C2	0.199523604132	0.180899491468	0.190396753547	0.211617385345	0.222569697564	0.517923553412	0.278131304174	0.187073637489	0.261570915421	0.196341290475	0.248263935718	0.248787573997	0.127121708353	0.234172589574	0.246669997794	0.177626105421	0.261326033597	0.276651888161	0.477998402671	0.422020595517	0.180094912131	0.196635392659	0.270175868977	0.262113682477	0.21433160472	0.253162587052	0.178484190949	0.180849850603	0.185995173478	0.341632787723	0.0203963514739	0.311800746701	0.189518374379	0.182871827879	0.802798048355	0.187163044442	0.238826149438	0.194817003865	0.207005516577	0.228891330193	0.287316529395	0.174583910431	0.193768483663	0.185208819294	0.0	0.238579667723	0.347980017501	0.465724711086	0.440083312517	0.256832515247	0.368030926438	0.211580059654	0.18161019421	0.212688597309	0.291940269116	0.23553439504	0.294182327214	0.215397532778	0.223043231264	0.456544289128	0.145127534454	0.250207730497	0.273453070221	0.353991137608	0.777433712339	0.298159956051	0.617561285314	0.381990240777	0.424851472633	0.139988210663	0.39578266807	0.308153749695	0.363189294177	0.223777693308	0.290102868478	0.287440428242	0.453863856294	0.387583403773	0.264493184575	0.595354805123	0.223712933212	0.204009483133	0.213996932943	0.420224531054	0.343327734463	0.320689139198	0.379335338083
R.HHL.C1	0.0881498426007	0.0706803216224	0.0750082747099	0.0905295066608	0.106132714456	0.313277481194	0.0652027843896	0.0760117014792	0.0492275947997	0.0716822520408	0.0428667163628	0.0645584186136	0.197218391196	0.0660307770571	0.0576040021659	0.0762214900681	0.0567950967123	0.0607602455923	0.310248418209	0.242045736822	0.0878206049867	0.0780801919114	0.0472815328922	0.0603605428398	0.0318094305425	0.0613805291987	0.0788044320071	0.0745846211697	0.0746533272572	0.110500848819	0.254340819181	0.410783422963	0.0719506219713	0.07812497978	0.480782512064	0.053694358723	0.0658461600953	0.113639097141	0.0321693254135	0.0685123007287	0.046797809636	0.0653027349405	0.0453895743629	0.197066019996	0.238579667723	0.0	0.447793367445	0.181379032558	0.191580215554	0.0783126155455	0.461483792296	0.0620959983071	0.0693591136657	0.0398275283909	0.0514473413082	0.0452620246391	0.0529629634152	0.109681037399	0.305238428053	0.255227452256	0.237744354511	0.0743472636429	0.0743860684697	0.410982817072	0.428209571838	0.07738092176	0.323458773149	0.3550469248	0.390992548119	0.232575164568	0.439641046265	0.168290283647	0.225145810957	0.0667099262784	0.0675193268981	0.11283057177	0.223090491179	0.355751081601	0.0257916521219	0.369375508872	0.0908945036377	0.10038749819	0.0938179827947	0.387061579192	0.444640749284	0.129972716481	0.355174441553
R.LLL.C2	0.421538056667	0.481834237005	0.490811293926	0.519181143994	0.513840294983	0.501660802598	0.507547604559	0.49235930668	0.49554905115	0.495542682996	0.500326490602	0.521135047345	0.427231290411	0.521654050559	0.506341655538	0.426811814335	0.50520087031	0.505935225441	0.235973114678	0.794766735482	0.466049875726	0.50353908591	0.494286889845	0.513400141934	0.475082983135	0.476497670401	0.449619640332	0.414035109608	0.486244703252	0.520835968517	0.34777101264	0.0880687685	0.47875834271	0.457343067929	0.619880097021	0.449925889909	0.485520196315	0.46024731867	0.418622612365	0.404296359621	0.468320428827	0.428125554513	0.447340689313	0.396731741802	0.347980017501	0.447793367445	0.0	0.755867273741	0.772622504039	0.539759674048	0.0317205680221	0.37985528437	0.40336209086	0.412534197833	0.469291492751	0.431492946472	0.46718144423	0.348631482976	0.190059041714	0.772301364865	0.488398107305	0.325939495118	0.415108567275	0.128043846258	0.569250449454	0.454737758778	0.606405117776	0.581933795279	0.611857067198	0.305812309182	0.591578498783	0.397277156658	0.376853944835	0.497425978041	0.484415046812	0.34394132791	0.615158118487	0.0889159471215	0.462592529936	0.451473578708	0.382286959066	0.322798848952	0.333716548116	0.608633681094	0.00736899128467	0.408309973365	0.580075582351
R.HLL.C3	0.248954633591	0.23571975515	0.240290852549	0.258966850362	0.270752292506	0.552526373719	0.207072301531	0.243972060835	0.192373207319	0.235777749105	0.185022669089	0.210800740097	0.351182632758	0.215578931472	0.202579917144	0.236085090029	0.198195383762	0.189881636532	0.540121160746	0.101472640907	0.252345539878	0.247041981362	0.177091239898	0.193032179052	0.186360612694	0.219001996692	0.241370244995	0.233618700518	0.239859536216	0.231133833266	0.484039562618	0.736391571982	0.232369355657	0.241069061187	0.421492336138	0.210595223169	0.212274361954	0.275619393483	0.222036269937	0.25482576691	0.165442703378	0.225345210467	0.199376017324	0.361782853338	0.465724711086	0.181379032558	0.755867273741	0.0	0.0477780168375	0.21517057042	0.762955512762	0.231494195656	0.231799134079	0.232099124551	0.188240390751	0.21709347246	0.194774007579	0.307054447463	0.591546955374	0.125515210991	0.407303144994	0.253257458136	0.239775999684	0.732413171059	0.351724569714	0.193630277216	0.234558822204	0.269199642771	0.276752806929	0.450903335352	0.37617842968	0.356415980859	0.398404051988	0.217555599407	0.22668501555	0.255747895981	0.179529363377	0.630838943641	0.184005519058	0.551487160189	0.278294801395	0.294860275468	0.288602433598	0.271267010111	0.754226218268	0.302690903329	0.274319702204
M.HHH.F2	0.240364794895	0.202108205934	0.206950095205	0.225704470656	0.239689696528	0.526838786857	0.213137214241	0.210253419506	0.195176930245	0.202399765145	0.182536475203	0.192592823093	0.392870789514	0.187469623467	0.181474797936	0.204867337658	0.196189290744	0.211453517203	0.544997986582	0.0543771196705	0.220039029056	0.213307153019	0.203268585264	0.197822961833	0.162510436282	0.209228696731	0.208871396398	0.214761731769	0.206506176382	0.273605107718	0.459293372221	0.75351032618	0.199641373758	0.208344954366	0.419120673664	0.183535324752	0.200146380251	0.245467782928	0.214296657772	0.246393807554	0.2069720481	0.21078142529	0.178712738528	0.422356942718	0.440083312517	0.191580215554	0.772622504039	0.0477780168375	0.0	0.213561098086	0.779541034903	0.224447914732	0.224499323797	0.224705866177	0.209907851638	0.209067631361	0.208468863246	0.302764644126	0.600277656868	0.0887960487883	0.448394760257	0.26299699679	0.235529629266	0.749587533607	0.345292515408	0.184690734107	0.222867238291	0.293146808865	0.341643911808	0.452508899953	0.374072818416	0.354255180432	0.396061603719	0.18408880666	0.217833112748	0.300668052042	0.167252916884	0.640771410669	0.188896980561	0.554434507814	0.273097489744	0.29013634471	0.283604449828	0.336404836394	0.771017903769	0.296226273737	0.290145357437
R.LHL.C3	0.0984562411185	0.0771291400854	0.0806069023075	0.0784183123783	0.0437637455725	0.266767419812	0.0385875298429	0.0808763197846	0.0363684675398	0.0772165105169	0.0381625538587	0.0188228271548	0.218616818325	0.0264047618747	0.0333641937569	0.104042101852	0.0269648534033	0.0252124210865	0.387979516254	0.22973899689	0.0932365795248	0.0836551007203	0.039852655075	0.0187730707091	0.0680837793632	0.0600187476892	0.0923755826905	0.112650789365	0.0803659207606	0.0972276260752	0.268829997448	0.509188199905	0.0774302101497	0.0875336336699	0.550873361799	0.0860709600968	0.0570065360301	0.0679375112765	0.1117232423	0.116035256727	0.083830050907	0.10802219116	0.0829745842485	0.262437188986	0.256832515247	0.0783126155455	0.539759674048	0.21517057042	0.213561098086	0.0	0.551077103899	0.124005401475	0.120880201393	0.119803015999	0.0656114954557	0.118215198365	0.0691038863051	0.18748329766	0.399325115477	0.201675115715	0.233522522418	0.147571869112	0.144374237889	0.503035958364	0.50580378801	0.148002988334	0.397856947442	0.438609950119	0.46212187281	0.315325414384	0.525353605794	0.239903270122	0.22626802558	0.053455979647	0.0931303320267	0.174001557734	0.22982815963	0.443953884468	0.073903336887	0.426372315886	0.166252880003	0.177699389356	0.171600760997	0.458678861543	0.53715417076	0.152643690648	0.443457514085
