M.LHH.F1	R.HHH.C3	R.LLH.C3	M.HHL.C1	M.LHH.C2	R.HHH.C1	R.LLH.F1	M.LLH.C2	M.HLL.C2	M.LHL.C1	M.HLL.C3	M.HLH.F2	M.HLL.F1	R.LLH.C2	Input.1	M.LHL.C3	R.LHH.C3	M.HHH.C1	R.HLH.C3	M.HHH.C3	M.HHL.F2	M.LLL.F1	M.LLH.F1	M.LHL.C2	M.LHH.F2	R.LHL.C1	R.LHH.C1	M.LHL.F2	M.HLH.C3	R.LLL.F1	M.HHL.C3	M.LLH.F2	M.HHH.F1	R.LHH.C2	M.HHH.C2	M.HLL.F2	M.HHH.F2	R.LHL.C2	M.LHH.C3	R.LLL.C2	R.LHL.F1	R.HHL.C1	M.LLL.F2	M.LLL.C1	R.HLH.F1	M.LLL.C2	R.LLL.C1	M.LLL.C3	M.HLL.C1	M.HLH.C2	M.HHL.F1	R.LLH.C1	R.HHL.C3	M.HHL.C2	R.HHL.F1	Input.3	Input.2	R.LHL.C3	R.HHH.F1	R.HLL.C1	M.HLH.C1	R.HLH.C2	R.HLL.F1	M.HLH.F1	M.LHL.F1	R.HHH.C2	M.LLH.C3	R.HLL.C2	R.LHH.F1	R.HHL.C2	R.HLL.C3	M.LHH.C1	R.LHH.F3	M.HHH.F3	M.HLH.F3	R.LLH.F3	R.LHL.F2	R.LHH.F2	R.HHH.F2	R.LLL.F3	R.HHL.F3	R.LHL.F3	R.HLL.F3	R.HLH.F2	M.LLH.F3	M.LLL.F3	R.HHH.F3	M.HHL.F3	R.LLH.F2	R.LLL.F2	M.LHH.F3	R.HHL.F2	M.HLL.F3	M.LHL.F3	R.HLH.F3
R.LHL.C1	0.17377462136886535	0.1388394460472257	0.1726468305257869	0.13783513981731146	0.13883342627666873	0.07634065142015675	0.20579680237190065	0.15317535755819417	0.14652849448919855	0.09224685336203811	0.19346699692281308	0.18223511556515828	0.17321048366248487	0.15357038375172902	0.1361253828252723	0.1322565414380006	0.10913687575692083	0.13371687628942558	0.17454409158658174	0.13163424779593533	0.16875120977948513	0.1927583232834007	0.1853056021830651	0.13201490743896038	0.13733800130113208	0.0	0.09466871434839844	0.17054515629625672	0.12406560165500051	0.18339072988929483	0.13713358171756995	0.1972348579694099	0.1639131330302501	0.07282467478089431	0.13548337504984362	0.17684155090663423	0.14643082130860316	0.09935031265010652	0.13682942218990335	0.41592530821419615	0.143091028581461	0.11349869318508168	0.4140009509210672	0.1599141374101896	0.20025795482082867	0.15957073587079557	0.18928960478460866	0.13782713181667564	0.12605429322026088	0.1496927939943616	0.17931731802601764	0.1850426006456067	0.13820243918916233	0.1552205363486679	0.18924826700785125	0.1582693878583492	0.13259164615595403	0.13679855729953994	0.16821553031758654	0.1608688756859769	0.12336654106026541	0.27329569969626916	0.2444328296040479	0.1951248799231508	0.15887979962596957	0.17961771973400256	0.15510642851504614	0.20509892290974044	0.1771035801617656	0.09997696338576852	0.254410605232923	0.1286520093623249	0.13206384180169925	0.2045680497368744	0.16442874547646208	0.16766017222971805	0.13277908842718403	0.16894560955225285	0.14508079200480792	0.2912505362648193	0.16133409796785128	0.1396397355655354	0.16899062335596643	0.20036403096060576	0.14819699487931742	0.1526800960898382	0.14520177793168723	0.16039204450177785	0.18823210494187317	0.17354027750544768	0.15045998127110188	0.14774173739367064	0.22038882061839138	0.17458079808750734	0.15896349905575385
R.LHH.C1	0.1560240376644508	0.1548213370460752	0.1986496658379143	0.12064916048569524	0.13768790114187973	0.09657303294709237	0.20494543891717137	0.12530781982298292	0.13434100883141992	0.0840499247001044	0.1785883293658742	0.1781237244237556	0.13219083779125018	0.12479721382964472	0.13903146923778495	0.11510422416553726	0.10678484011054086	0.11869450897064672	0.15398660936794487	0.11700386036376492	0.14976229033799682	0.197629003927029	0.1789516998817511	0.1282671154961579	0.13468289128672153	0.09466871434839844	0.0	0.15163545014534463	0.11117827272105393	0.1824649024128843	0.13851463553821203	0.19990667483191057	0.146476690484741	0.09062698487515473	0.14203460849613836	0.20068428716092732	0.15255419487742178	0.10006621198334918	0.12539651344416372	0.4129626418610586	0.11499172066249636	0.11042143026941514	0.44058517408743963	0.1470250361039811	0.17079308464999787	0.1351660104672273	0.1936550764901846	0.13225767545546013	0.11938164367192902	0.14520728172680822	0.15820063416843794	0.18279475198169626	0.13686273603795088	0.1561836083847766	0.1995135138595207	0.16341497444141495	0.13973417516257586	0.12565637984905706	0.18415657992955936	0.1450205716856459	0.09533434723138874	0.29341129423335993	0.20421942236066556	0.17925544931929127	0.13227413855757544	0.2011227413117016	0.13073682916682422	0.19038131070411196	0.14078238798360823	0.09533888329523243	0.2706354326695158	0.12137720977200071	0.13004392387684288	0.19878688849762466	0.13671773386979633	0.15863186647601582	0.11176442359328975	0.12721076102649012	0.11547268641226374	0.29346408102839217	0.14154128192480375	0.1252359974826935	0.17740462127068726	0.20653267144906437	0.12434643460603848	0.12313505187474057	0.14735480108907992	0.14042348448752276	0.15809314665949967	0.15748845686147675	0.12978270628101451	0.12636750539071853	0.19494401197752895	0.13523850419650812	0.15432541335791797
M.LHL.F2	0.11216194438052686	0.18764341785057084	0.2101091721059587	0.18722797299194607	0.13489321802029838	0.16672225290237713	0.21187016589588753	0.12304244213525073	0.13128038390584681	0.17205163069892648	0.1846952258409119	0.047067716624240696	0.08688089702133661	0.15910982982503857	0.18374740835740166	0.17033780152190517	0.19018544456637476	0.17165392305284607	0.22228149197707053	0.17280840856888122	0.05011498587174672	0.1810456315707366	0.1611712375416251	0.12380996523754344	0.03997819608508749	0.17054515629625672	0.15163545014534463	0.0	0.1465180298685311	0.1991177565283719	0.18502481743223906	0.09054612560734998	0.12097112913570057	0.1513456883437461	0.1210274340483812	0.10497310529483139	0.0934178572689068	0.155871291266193	0.1659194798569248	0.33223836181386096	0.12983076783777883	0.18675411168393227	0.374203701866112	0.15759455677697487	0.1580598118057164	0.09465385167835681	0.21776097163363836	0.1497852300150987	0.1687662052506745	0.13035015347168502	0.10872637841077121	0.2345363828293751	0.20200208805755027	0.15457154770331724	0.1923310567372972	0.20675633151332365	0.17420291218316375	0.18979089583561595	0.12163835630865677	0.2248914790944122	0.15077746647633383	0.23460269078592597	0.1473823772772016	0.12145348687293327	0.05943477745416412	0.14201966093183543	0.18206622986347595	0.170142355418903	0.15926487909470544	0.10720661766847579	0.23642981089606768	0.12899837307787024	0.048324780292883125	0.18084002715990544	0.17683571818805285	0.06772916283714299	0.08769050557679813	0.14883098689092092	0.1322401261768101	0.2051911596620117	0.04363070805229262	0.033543880508285634	0.07579496143461288	0.21685013270076753	0.13559323459053133	0.11168067949561852	0.07514368611205541	0.17156470001773105	0.15994171348458122	0.20875552420561003	0.13553949197118817	0.2173430957347741	0.17090905060852307	0.08966821461030383	0.05157415761476694
M.HLH.C3	0.16053289442115268	0.08452265230750783	0.15574822645220202	0.10869985232078301	0.11099378300835722	0.11591857136678746	0.19268067773699407	0.07141846392035757	0.07652825235034072	0.11253272765996197	0.10829730846808198	0.15358473965070887	0.12830673330988276	0.08718780076109305	0.14712935787848463	0.05092067946323759	0.0822840560645539	0.08860539133729474	0.10472760099597803	0.05878151725521702	0.1444491601954196	0.18874569537206207	0.17471963560472054	0.09474442620982267	0.14183564700897452	0.12406560165500051	0.11117827272105393	0.1465180298685311	0.0	0.18215233308527315	0.05530891632193538	0.16406187023545882	0.14541305310644376	0.10017929964199065	0.10919464669184836	0.1613410727202327	0.15814268517990726	0.09364680633874273	0.04848553776882213	0.3555355801138741	0.15959982474570364	0.12369475302798284	0.385878045977187	0.11852520312963843	0.1865106998943703	0.12762975830386303	0.15899554433583282	0.05883400786344734	0.08801570571568057	0.09817463896351929	0.1713979919474033	0.16838078919473382	0.06684560201960738	0.12003803507244956	0.13105730035749075	0.1260902535478708	0.1446079717635687	0.08021992401945002	0.1405399289486579	0.14790353660667183	0.09063084350523477	0.2211428885577897	0.1768285426854999	0.1797645494686532	0.1375802197696228	0.1537539662900187	0.06026398061847413	0.1388485036726683	0.18029724231900987	0.09221046015162086	0.16914558753903947	0.08376309339640861	0.14005577954075807	0.20744455867815453	0.15787285351960417	0.13432441005054171	0.11365182382077729	0.15609995930975246	0.11155595558593648	0.23355834876815398	0.13624375810541525	0.12077218118997053	0.15586146763042635	0.20389077004891576	0.14565035840325602	0.10791077157384954	0.14285526743312119	0.2023141080489245	0.15394215459034566	0.16494825501316504	0.13585122890543877	0.13818814943467903	0.1512442321580793	0.13310604053420597	0.13356324108926823
R.LLL.F1	0.10475421453117573	0.21247868106878906	0.1596295285988243	0.18056923076923076	0.18474657096171276	0.2121752973518851	0.06790765846748284	0.21794959975256253	0.18513271389997304	0.22419514241780336	0.20144839732300107	0.1924169172717208	0.16732062448753063	0.22589695368501098	0.1820106225748883	0.16442257968812718	0.16884845651355176	0.18572347441658213	0.18036938317387965	0.17092268542149053	0.1930327030423474	0.07595466191675891	0.06409010010777969	0.20207374156593488	0.17028440472608822	0.18339072988929483	0.1824649024128843	0.1991177565283719	0.18215233308527315	0.0	0.16308148655740842	0.1754559886159089	0.11631090583145136	0.20193799992041067	0.19056630342452996	0.19357950143763067	0.14928279641016134	0.20515373791335711	0.1751051233431773	0.31587860589428984	0.10769435065621702	0.1885474803025032	0.2966790745375929	0.15001817129407644	0.09936211735801513	0.20724496636466835	0.11939780249836533	0.15151593303359495	0.16874723661617533	0.21734035762526696	0.13229892898858295	0.12294015453079922	0.20130014035606117	0.18358139603222123	0.08678000959131145	0.17874727451832545	0.18306906866806283	0.1503307519331598	0.10927449561980077	0.12067017741614126	0.19342889959015566	0.2286345352540705	0.15031654676258993	0.10033305706637273	0.15965698696018346	0.15092133939982216	0.18270777157387647	0.17637544866540436	0.0859085123635589	0.17908913825976666	0.16692977476946802	0.16746866694251192	0.16156685650420824	0.09686115309249851	0.09076413390275556	0.16874156178894792	0.17131291964589868	0.11589363109133331	0.13230904659222464	0.24491242212778025	0.19527096920515327	0.18604423106482684	0.20852938533538312	0.07244692347554461	0.0999564729858667	0.14245412603304844	0.16415387719735547	0.13231501806658444	0.1295873186903883	0.08273132432082268	0.1067750192128602	0.10979414252468861	0.1353025812824808	0.1343022072224618	0.18848579820981748
M.HHL.C3	0.1563663746802361	0.07402223616855204	0.13599525253470254	0.10527752215590373	0.10474000178229367	0.13758789347074804	0.1626129047417642	0.11678699070484039	0.095167335162168	0.13489053375778765	0.11951306311281276	0.1894025071535632	0.14061083582679582	0.13514711403002427	0.14067366630620312	0.03494007730916656	0.07280501464669478	0.0839392515843023	0.11598015769841659	0.04600888800533445	0.18404761854219162	0.1855801993020009	0.17212253693927318	0.10545575765877868	0.1686293823968292	0.13713358171756995	0.13851463553821203	0.18502481743223906	0.05530891632193538	0.16308148655740842	0.0	0.18385518334206633	0.14389139679811552	0.12352885126179672	0.11168715131512223	0.18494304517405585	0.15663218131638604	0.10639101527001624	0.030169545543328284	0.3546385500011663	0.1604471818685448	0.11896853615026182	0.3567719867508638	0.12878513229935454	0.1815549166584207	0.16419759294244785	0.14772434261292816	0.06390057037740624	0.09929060204658172	0.121600980821879	0.17825929051626613	0.1646314387727536	0.06358967546441542	0.11693101839854884	0.0945437291561946	0.09824441865300697	0.1379612854252084	0.05629950900659668	0.13747055806118955	0.14239170564452017	0.11656036466753068	0.23887090177735654	0.17412523607398583	0.185768216164589	0.15057706782637786	0.15927024953604496	0.06313669088776121	0.15479528690817393	0.1708608500858232	0.12199213935133722	0.1657062527868976	0.08590217395356967	0.15992494093192214	0.20359689461429384	0.14757590911706003	0.16095296842923285	0.12179840672082327	0.1516934306028803	0.10320514237961473	0.24534886855759167	0.17497061277309317	0.15387582777908745	0.19153084403688933	0.17054009473862294	0.14899259176720023	0.11430316159786513	0.15672459442874748	0.19403189061935724	0.14141116624331512	0.15969283366976145	0.12498097513562517	0.1088204651146181	0.1274822753287031	0.14988341259716162	0.16553733721073025
M.LLH.F2	0.10233862559118784	0.2181369472659254	0.19880637682123942	0.19730983885475253	0.1510401510427493	0.20854003768084137	0.19101268073538819	0.14991322832161155	0.1507860230865627	0.2110761886210642	0.1800123530270531	0.06260892056610207	0.09432219269601974	0.192186210114497	0.20371479819653826	0.17696257086087416	0.20631544466307108	0.1793604543945709	0.23884615174229587	0.1934371437955217	0.07975057463129609	0.1513698647552551	0.13240624397688505	0.1494816899215136	0.08672593265288078	0.1972348579694099	0.19990667483191057	0.09054612560734998	0.16406187023545882	0.1754559886159089	0.18385518334206633	0.0	0.11738939095284254	0.17195986443568081	0.1366401336584878	0.054979116406884056	0.09682352142828594	0.17154647710041349	0.1733095524897789	0.2665020330725967	0.1443556148100856	0.21318438720404642	0.3058465163800178	0.1478356628388173	0.15143052404147725	0.1444939023772454	0.20001178341474218	0.15708174959180662	0.16682354027626337	0.15436408521228215	0.12188103185746942	0.22888818813176773	0.2074494830152702	0.17039794379368656	0.1682246976670247	0.22763463679161908	0.19260136339904496	0.19613347011530277	0.10093726583709015	0.2182302514702279	0.1666272430738747	0.18021937330281718	0.17344395902933296	0.0974363429004223	0.105810253221043	0.1257756522978055	0.18962187744792622	0.16921582597609036	0.15782512150498823	0.13327067400050363	0.23001814854315308	0.14634648738125805	0.09010200979953403	0.17379991899334937	0.17215363770161557	0.06421308511622763	0.14451341201007695	0.16158496832976613	0.14615810441438656	0.20856250022988937	0.10472856248364587	0.09460959933885627	0.052984427259949236	0.19673898978569934	0.14150581782609273	0.13147092435065147	0.08737852620112113	0.1996890969724105	0.15309861838461933	0.1829913957804392	0.13372970588499913	0.2156364348692669	0.1915926199151936	0.08402297489177808	0.0815333356963102
M.HHH.F1	0.03638176752311941	0.20291705438461627	0.19133008485218161	0.12276741356312477	0.1211388694837448	0.1336782597393616	0.15720105626092457	0.12291937480005653	0.12807619590911815	0.14529142988603722	0.18021898017368698	0.11258631855271485	0.09575648157967252	0.1676294705844832	0.1494176096622975	0.14738566068397982	0.14605025241355024	0.12212066971704404	0.21639867604083224	0.1587343729268305	0.1291590730125034	0.084171037918072	0.08456766440390845	0.13558557383771774	0.09763761492872076	0.1639131330302501	0.146476690484741	0.12097112913570057	0.14541305310644376	0.11631090583145136	0.14389139679811552	0.11738939095284254	0.0	0.16577716977790527	0.12902974136807646	0.13882296984551507	0.10037849285535387	0.16471408798641737	0.1448730315571854	0.3570040999208738	0.07939463745153137	0.1353736718451981	0.346680662751513	0.1265457311700091	0.09568871991386468	0.1322368891708646	0.14059461924421846	0.1474065310493984	0.12622614211286146	0.15534831596794157	0.06393053396539651	0.16987857354620592	0.1755060897903289	0.13801899817638563	0.12947793610425906	0.18218665298022296	0.146711278836586	0.12370795400387442	0.06882585720429264	0.17375056734120176	0.13274541131076809	0.2530692566004388	0.13006983761094404	0.08901623026298927	0.08577725090290099	0.11176597441982489	0.17815448986575141	0.1793311889579801	0.07081932180523327	0.12270901723273088	0.19343055149553487	0.1085179476579938	0.10259973173547825	0.10545496537365545	0.10866467237316867	0.1294139103391651	0.11673389850564712	0.07328125830109089	0.05757783327138533	0.28262067328019125	0.1261964964942053	0.12469232349384532	0.14318860747158174	0.16249648487709734	0.06937259840225246	0.10346426056827429	0.09941856763107684	0.11715724329468877	0.09887035826647773	0.11648700796313198	0.060902128934077135	0.14184483544487259	0.14881523379497688	0.09037148293780346	0.11560356703855015
R.LHH.C2	0.1791814176196419	0.11561880018710836	0.1531389287370869	0.13193369800636143	0.11405161087991902	0.09987993838520572	0.23453847553292562	0.11809495207991583	0.11019766360713217	0.09766043924834628	0.18089034206048826	0.1624863338285511	0.1602619589185547	0.12257448307860155	0.13101778030968828	0.11086972806951832	0.0836817090491413	0.1308439106630035	0.1490992506071346	0.10489922375728537	0.14961200502111152	0.2032024403005683	0.1833505307645554	0.09997705864374665	0.11481010998311357	0.07282467478089431	0.09062698487515473	0.1513456883437461	0.10017929964199065	0.20193799992041067	0.12352885126179672	0.17195986443568081	0.16577716977790527	0.0	0.10830357396584225	0.163953640592409	0.11890791000195663	0.07314781054499223	0.10748456517337465	0.3588908088624481	0.1530211618939635	0.11021764136393601	0.3902849670763399	0.1492547597599438	0.20043695958514912	0.1349200649909967	0.21900160153892922	0.12286254148784094	0.1404849242544536	0.11609794237966026	0.18455760787996806	0.22924236845896495	0.11973024628426482	0.13276682880966323	0.18628752312872165	0.15954960264868628	0.12687680360216155	0.1380321603015205	0.16854568948692583	0.16232444758172232	0.10235669972505622	0.2496869255742104	0.20666793668295744	0.19238015692495722	0.14837437315612004	0.1520399974841164	0.12989753564195625	0.1659379973947097	0.185081243301179	0.06836418446387309	0.2473097454725983	0.1283974855024696	0.1084301090283989	0.22068070842673754	0.1743725785827433	0.14579645349610654	0.12373566727939464	0.17521505351525704	0.1386761849721176	0.2909561110201791	0.14266742887296074	0.11912452809860627	0.15287933546107804	0.2313968141033385	0.15931791327001574	0.14538366311130974	0.11635979332442317	0.17829677031352298	0.17640151562469147	0.1655163147775906	0.1560663012238334	0.17736116284231146	0.19684766220512456	0.16426206224419027	0.1398141717232389
M.HHH.C2	0.138491102341193	0.12660679628338994	0.21541272111437015	0.11011790053642848	0.026703000285245474	0.11828744100875037	0.20681342054882226	0.09190474256064639	0.0645295395064383	0.10349126664182261	0.16799793110818687	0.12427052431968608	0.13386607111700458	0.13257613995072695	0.07864615819239197	0.09303164741792111	0.11235782776480309	0.09566226505780273	0.20388516467140744	0.10110141865535588	0.12943916705336617	0.18171523678560314	0.15600557581070637	0.05057914467140997	0.1041235214867035	0.13548337504984362	0.14203460849613836	0.1210274340483812	0.10919464669184836	0.19056630342452996	0.11168715131512223	0.1366401336584878	0.12902974136807646	0.10830357396584225	0.0	0.1274602524873147	0.09124520747988647	0.07625509614950735	0.08437079265306978	0.3713398109240917	0.12726332587435032	0.09474189687323475	0.3828445511758025	0.15697760058342822	0.17878746222411326	0.11662878044662436	0.22582679806475836	0.14285572382280753	0.11896850455034721	0.07977177969630198	0.1577764853043111	0.24444748141419176	0.12762333757609037	0.052381203784584565	0.13746211222515115	0.10422678934856232	0.06623777196880794	0.1469481023109191	0.10379891040030126	0.21078721697422428	0.124666716425551	0.2786933106138335	0.2042733249158843	0.15840251270376807	0.12894285081739335	0.13976839148697348	0.14647609905993875	0.1735776889391169	0.16175281514222314	0.07095543483486369	0.2365631467710086	0.10275629728206788	0.09554145259426942	0.1705420392855022	0.16976826493207148	0.13389498837192151	0.09764964063531971	0.14509845678565458	0.09763885982842703	0.27162729249394396	0.11707766970029233	0.09392244541693096	0.11340410546691422	0.2123856199584263	0.1404468813572014	0.11913667622255268	0.08123147798523303	0.1702890840977855	0.13795370458402703	0.1624191069201796	0.12494884801273089	0.1784333471470994	0.1652187408274601	0.14593528961358965	0.10464913457397802
M.HLL.F2	0.140357298011029	0.2107693821092471	0.21240864784753538	0.22102267467956274	0.14717688556931394	0.20942509463201486	0.20500517404599253	0.1708889997211542	0.15749758768451488	0.20712628613765813	0.19489689793162251	0.0835348270980752	0.14005932039989993	0.17782921857187675	0.18700529554039358	0.17694467107285444	0.18464667205643517	0.2024153972835522	0.2443441096293098	0.19177908298011337	0.08237039244023651	0.1667622311415732	0.1567683519000251	0.16157885240898337	0.09324393278845552	0.17684155090663423	0.20068428716092732	0.10497310529483139	0.1613410727202327	0.19357950143763067	0.18494304517405585	0.054979116406884056	0.13882296984551507	0.163953640592409	0.1274602524873147	0.0	0.0879696096042644	0.16323456660936927	0.17351376526506523	0.2684229222011385	0.14370824862210693	0.21209162357434683	0.2985601717378668	0.16943703917473102	0.17108104059617102	0.1613294078884437	0.2016942484884124	0.1680374806704647	0.19835024580371396	0.16831098542287237	0.16406152651428	0.24078578803632106	0.21024389056397733	0.17220575914468358	0.1761265000578989	0.20201310123077407	0.17771182869751573	0.1884876244327942	0.12375587212167823	0.23153428483902638	0.20357909392747814	0.18948915122337273	0.1776363711735827	0.13929366709208144	0.12143256454955073	0.15107145674377476	0.1961562619330571	0.1840191104903561	0.18995281218789375	0.14696948300962337	0.22921681056081752	0.18088957356497484	0.10026091129239248	0.20617987677892208	0.1879911889294663	0.09434161357343243	0.15407676486626903	0.19240448837112825	0.1670161605246687	0.21303894253399996	0.1088791411217479	0.10250450005697948	0.04915353519959347	0.20571471205815486	0.1740209661139416	0.17241215369702392	0.09008553724091975	0.17954723973823658	0.18683666563665066	0.20028331468342286	0.17304333779953657	0.22208915081431554	0.1812576671557365	0.12402019291947446	0.09939239152606448
M.HHH.F2	0.10895973406154147	0.18182537810953725	0.16560603804314017	0.15476620171534378	0.1022847297431993	0.15447337134084121	0.17549120992761116	0.14930927752978765	0.1224308195659908	0.1644431830446549	0.19713311415431597	0.09052035843420847	0.1289909093768677	0.18523406137728884	0.11908804968236254	0.1463148530901206	0.14144611975693983	0.1569528817825253	0.22775054593272415	0.14792633182935266	0.09279909790083442	0.15263914840720008	0.12258622988910506	0.11679657213309896	0.0723810267971182	0.14643082130860316	0.15255419487742178	0.0934178572689068	0.15814268517990726	0.14928279641016134	0.15663218131638604	0.09682352142828594	0.10037849285535387	0.11890791000195663	0.09124520747988647	0.0879696096042644	0.0	0.1264180317547535	0.15211492363448653	0.32560112699471516	0.09143479111278534	0.13867294856694148	0.32882380940917194	0.15981977854419385	0.1397885462062071	0.13541739025970895	0.20892273201276768	0.14958375877001828	0.16223748621735606	0.1227431734394621	0.14136042833893545	0.21965642551958942	0.19464207367294803	0.12034605913684929	0.15016056782835163	0.16916577603641242	0.10701405138491862	0.15381912657071264	0.09752773034821699	0.20075019903522118	0.15313952823125274	0.24268341574234933	0.16960362701994094	0.12766370452743406	0.10622063715236103	0.09951296778643995	0.18982529340651114	0.18254827345688282	0.11594709809373883	0.10407332041975649	0.22596827637724315	0.13531124741389594	0.06513860151550448	0.1474233123599682	0.14090655084526302	0.08731156956443838	0.11414077283601338	0.12661416444398682	0.10816829153243722	0.2655115249233564	0.1027130997746014	0.08256597118400984	0.09159708098198174	0.1732566258818522	0.12103583846173274	0.12922960307021342	0.03473647856187402	0.12689072583231917	0.13849285241749762	0.15306426436134574	0.11123072369542748	0.1795038919155778	0.15128297925428727	0.11742522126393198	0.08792965695950292
R.LHL.C2	0.18192158799973332	0.09990729846736256	0.18527471963456257	0.10884328898958605	0.06753504720455768	0.11888513224070867	0.23688844082492774	0.09687493757200029	0.08140595815331207	0.0991500707599761	0.17053131529764518	0.16084243693454983	0.15919136433316303	0.11123121217480673	0.09946870909806722	0.09267628058524356	0.08353186543233285	0.1047297544264378	0.14986902525694598	0.08719903513949186	0.15230097183582297	0.20623955904851504	0.18609277024988197	0.06632206803897417	0.13549115588207214	0.09935031265010652	0.10006621198334918	0.155871291266193	0.09364680633874273	0.20515373791335711	0.10639101527001624	0.17154647710041349	0.16471408798641737	0.07314781054499223	0.07625509614950735	0.16323456660936927	0.1264180317547535	0.0	0.09456841503855934	0.3761201561196045	0.1595214842138952	0.08390702583415288	0.40536343319528906	0.1574590716276415	0.21430913458076162	0.14312394538175768	0.21854691448079694	0.1299183782685409	0.12140230356229963	0.07535447920178732	0.1918274132775193	0.2285337119274028	0.09086585535367397	0.09807995211264425	0.16642929668646214	0.11821562683248137	0.09329398248988068	0.13621921983386664	0.15496068975013644	0.16892774477488354	0.11708969370523895	0.259252947899964	0.22071395843021724	0.19594459380868287	0.15218087260012997	0.15458561178692531	0.12107844654245972	0.15178935591569984	0.19313485242708947	0.07205571623383435	0.2534607380162995	0.11695448172871817	0.13099176274704702	0.2233067531546515	0.18020121650011706	0.1515535953850549	0.11382285350871445	0.16289355806416733	0.12180256855448832	0.2845512547193894	0.14437567534110218	0.12611751410680147	0.15667149895681304	0.23383824466043443	0.16246974687460197	0.13138752546221097	0.12239054084569298	0.19432688708776655	0.1468807682468465	0.16853014223274093	0.15380690955203838	0.17858456610682694	0.17686224323583394	0.16608131748000785	0.13874163542402337
M.LHH.C3	0.1603428842565757	0.07166779576920508	0.15101295840498108	0.10491819356996311	0.08980197809073164	0.12434278801670459	0.1743476473126122	0.09549302399403131	0.08339066174397952	0.1125192633147763	0.11876078591684344	0.16899664057402417	0.13931415739546243	0.11637169738654614	0.13149475651342124	0.03236411770695447	0.07199287384771136	0.07950982979709546	0.12713719079400893	0.039394593926170174	0.17065717269945377	0.18924489622946405	0.1748651983080656	0.08266425914107373	0.15065453337149665	0.13682942218990335	0.12539651344416372	0.1659194798569248	0.04848553776882213	0.1751051233431773	0.030169545543328284	0.1733095524897789	0.1448730315571854	0.10748456517337465	0.08437079265306978	0.17351376526506523	0.15211492363448653	0.09456841503855934	0.0	0.35522890753641717	0.15497546806261517	0.11305507657854341	0.36742762104793053	0.13314910409990086	0.18884376689756763	0.14525014992012752	0.16115878550615692	0.06801425168131892	0.09798322650060025	0.104693020710248	0.18042599412802043	0.18504652796827112	0.07279898410339598	0.10185082629955274	0.10464324051427086	0.08848987084719075	0.12781636575804933	0.06361388452224159	0.14040377265361495	0.14712529361941287	0.10541744033768577	0.24650447634396636	0.16371439466432594	0.1840808379393751	0.14185603128658436	0.17171227523527954	0.0649035662687747	0.14799886637836188	0.18460953638453861	0.10098311776479126	0.17574411115938326	0.0881124913031626	0.14215168879712814	0.2125684940086975	0.16161689392199619	0.1547423298238351	0.1189140793034959	0.16269589748391153	0.10430521640800405	0.24443039019418536	0.16200491347478777	0.1354490307720022	0.17059782443553403	0.18648143628126476	0.1579229344421415	0.12089079903481113	0.13860998662359708	0.2028784537962194	0.1525941856129661	0.16830203295897814	0.13897781983312893	0.12495474177088282	0.12677373547746015	0.14304480364956484	0.14594253588789544
R.LLL.C2	0.3524925555013312	0.3942070261095805	0.30491027550761873	0.4246814458303753	0.38309551331855246	0.41828751778301604	0.32269867266990016	0.3824768795495564	0.36910343183298977	0.422428263525392	0.30973643258941863	0.310187297094814	0.3199292370326196	0.3560658794282163	0.42597286897483294	0.3703533893492532	0.3816621090370174	0.41585188179291543	0.3168225493317072	0.3861603032184844	0.3073032387891788	0.2946083623277117	0.30058013030543157	0.3880918326052128	0.3329317908162628	0.41592530821419615	0.4129626418610586	0.33223836181386096	0.3555355801138741	0.31587860589428984	0.3546385500011663	0.2665020330725967	0.3570040999208738	0.3588908088624481	0.3713398109240917	0.2684229222011385	0.32560112699471516	0.3761201561196045	0.35522890753641717	0.0	0.3789948658817676	0.4436411974264902	0.2203178606381949	0.29607142608093306	0.3369512463086422	0.35998138080140124	0.28023625304214267	0.3062636036844265	0.36094138331470244	0.38803977118934624	0.36328495568747843	0.3255581855051612	0.38250844443605636	0.4009001015897864	0.32460979922165434	0.414595614326012	0.42168678683462474	0.3590434174551134	0.34661036707598686	0.3215992399764755	0.37376150145730164	0.17607829251604692	0.2934276396304398	0.29876148056347235	0.34483838969683495	0.3148285197927807	0.3531422327878341	0.29441765463845015	0.3750686579191391	0.3718836854055166	0.2861030305096214	0.37010453756545986	0.340488210475944	0.37229575848415736	0.35555023700002336	0.3188790640518214	0.3781437513913832	0.40092918568223707	0.3952323279489087	0.2135742334615501	0.32586247290255693	0.3451747540484785	0.296513618980097	0.3299487955386494	0.3867520848090897	0.3640771350448787	0.3272242931358042	0.3884789567735404	0.37218646016619916	0.33379263587632485	0.3820802387136848	0.3691155180516883	0.3513950601996769	0.3132805740764621	0.33128156941536635
