lab	shootfreshweight	condition	rep	geno	lab1
NC	0.0138	A	VII	bri1	bri1_NC
NC	0.012	A	VII	bri1	bri1_NC
NC	0.0112	A	VII	bri1	bri1_NC
NC	0.0055	A	VII	bri1	bri1_NC
NC	0.0063	A	VII	bri1	bri1_NC
NC	0.0256	A	VII	bri1	bri1_NC
NC	0.0155	A	VII	bri1	bri1_NC
NC	0.0089	A	VII	bri1	bri1_NC
SC	0.0024	C	VII	bri1	bri1_SC
SC	0.0029	C	VII	bri1	bri1_SC
SC	0.0016	C	VII	bri1	bri1_SC
SC	0.0026	C	VII	bri1	bri1_SC
SC	0.0027	C	VII	bri1	bri1_SC
SC	0.002	C	VII	bri1	bri1_SC
SC	0.0044	C	VII	bri1	bri1_SC
SC	0.0027	C	VII	bri1	bri1_SC
SC	0.0026	C	VII	bri1	bri1_SC
NC_M	0.0438	B	VII	bri1	bri1_NC_M
NC_M	0.024	B	VII	bri1	bri1_NC_M
NC_M	0.0191	B	VII	bri1	bri1_NC_M
NC_M	0.0219	B	VII	bri1	bri1_NC_M
NC_M	0.0179	B	VII	bri1	bri1_NC_M
NC_M	0.0075	B	VII	bri1	bri1_NC_M
NC_M	0.0217	B	VII	bri1	bri1_NC_M
NC_M	0.0112	B	VII	bri1	bri1_NC_M
NC_M	0.0114	B	VII	bri1	bri1_NC_M
SC_M	0.0074	D	VII	bri1	bri1_SC_M
SC_M	0.0088	D	VII	bri1	bri1_SC_M
SC_M	0.0042	D	VII	bri1	bri1_SC_M
SC_M	0.0049	D	VII	bri1	bri1_SC_M
SC_M	0.0091	D	VII	bri1	bri1_SC_M
SC_M	0.0028	D	VII	bri1	bri1_SC_M
SC_M	0.0116	D	VII	bri1	bri1_SC_M
SC_M	0.0126	D	VII	bri1	bri1_SC_M
SC_M	0.0025	D	VII	bri1	bri1_SC_M
NC	0.0169	A	VII	jazq	jazq_NC
NC	0.0068	A	VII	jazq	jazq_NC
NC	0.0029	A	VII	jazq	jazq_NC
NC	0.0221	A	VII	jazq	jazq_NC
NC	0.0118	A	VII	jazq	jazq_NC
NC	0.0058	A	VII	jazq	jazq_NC
NC	0.0209	A	VII	jazq	jazq_NC
NC	0.0122	A	VII	jazq	jazq_NC
NC	0.0069	A	VII	jazq	jazq_NC
SC	0.0046	C	VII	jazq	jazq_SC
SC	0.0039	C	VII	jazq	jazq_SC
SC	0.003	C	VII	jazq	jazq_SC
SC	0.008	C	VII	jazq	jazq_SC
SC	0.0079	C	VII	jazq	jazq_SC
SC	0.0052	C	VII	jazq	jazq_SC
SC	0.0058	C	VII	jazq	jazq_SC
SC	0.0031	C	VII	jazq	jazq_SC
SC	0.0045	C	VII	jazq	jazq_SC
NC_M	0.0145	B	VII	jazq	jazq_NC_M
NC_M	0.0071	B	VII	jazq	jazq_NC_M
NC_M	0.0104	B	VII	jazq	jazq_NC_M
NC_M	0.0147	B	VII	jazq	jazq_NC_M
NC_M	0.012	B	VII	jazq	jazq_NC_M
NC_M	0.012	B	VII	jazq	jazq_NC_M
NC_M	0.015	B	VII	jazq	jazq_NC_M
NC_M	0.0106	B	VII	jazq	jazq_NC_M
NC_M	0.0074	B	VII	jazq	jazq_NC_M
SC_M	0.0036	D	VII	jazq	jazq_SC_M
SC_M	0.0041	D	VII	jazq	jazq_SC_M
SC_M	0.0056	D	VII	jazq	jazq_SC_M
SC_M	0.0047	D	VII	jazq	jazq_SC_M
SC_M	0.0063	D	VII	jazq	jazq_SC_M
SC_M	0.0046	D	VII	jazq	jazq_SC_M
SC_M	0.0062	D	VII	jazq	jazq_SC_M
SC_M	0.0062	D	VII	jazq	jazq_SC_M
SC_M	0.0065	D	VII	jazq	jazq_SC_M
NC	0.0253	A	VIII	col0	col0_NC
NC	0.015	A	VIII	col0	col0_NC
NC	0.0132	A	VIII	col0	col0_NC
NC	0.0227	A	VIII	col0	col0_NC
NC	0.0207	A	VIII	col0	col0_NC
NC	0.0244	A	VIII	col0	col0_NC
NC	0.0301	A	VIII	col0	col0_NC
NC	0.0247	A	VIII	col0	col0_NC
NC	0.0165	A	VIII	col0	col0_NC
SC	0.0061	C	VIII	col0	col0_SC
SC	0.0042	C	VIII	col0	col0_SC
SC	0.0057	C	VIII	col0	col0_SC
SC	0.0072	C	VIII	col0	col0_SC
SC	0.0056	C	VIII	col0	col0_SC
SC	0.0057	C	VIII	col0	col0_SC
SC	0.0048	C	VIII	col0	col0_SC
SC	0.0051	C	VIII	col0	col0_SC
SC	0.0056	C	VIII	col0	col0_SC
NC_M	0.0403	B	VIII	col0	col0_NC_M
NC_M	0.0232	B	VIII	col0	col0_NC_M
NC_M	0.0177	B	VIII	col0	col0_NC_M
NC_M	0.0273	B	VIII	col0	col0_NC_M
NC_M	0.0516	B	VIII	col0	col0_NC_M
NC_M	0.0285	B	VIII	col0	col0_NC_M
NC_M	0.0421	B	VIII	col0	col0_NC_M
NC_M	0.0351	B	VIII	col0	col0_NC_M
NC_M	0.0578	B	VIII	col0	col0_NC_M
SC_M	0.025	D	VIII	col0	col0_SC_M
SC_M	0.025	D	VIII	col0	col0_SC_M
SC_M	0.0102	D	VIII	col0	col0_SC_M
SC_M	0.0224	D	VIII	col0	col0_SC_M
SC_M	0.0235	D	VIII	col0	col0_SC_M
SC_M	0.0196	D	VIII	col0	col0_SC_M
SC_M	0.0234	D	VIII	col0	col0_SC_M
SC_M	0.0245	D	VIII	col0	col0_SC_M
SC_M	0.0236	D	VIII	col0	col0_SC_M
NC	0.0178	A	VIII	sav	sav_NC
NC	0.0163	A	VIII	sav	sav_NC
NC	0.0112	A	VIII	sav	sav_NC
NC	0.0146	A	VIII	sav	sav_NC
NC	0.0161	A	VIII	sav	sav_NC
NC	0.0149	A	VIII	sav	sav_NC
NC	0.0134	A	VIII	sav	sav_NC
NC	0.0113	A	VIII	sav	sav_NC
NC	0.0146	A	VIII	sav	sav_NC
SC	0.0039	C	VIII	sav	sav_SC
SC	0.0027	C	VIII	sav	sav_SC
SC	0.0034	C	VIII	sav	sav_SC
SC	0.0048	C	VIII	sav	sav_SC
SC	0.0051	C	VIII	sav	sav_SC
SC	0.0039	C	VIII	sav	sav_SC
SC	0.0037	C	VIII	sav	sav_SC
SC	0.0034	C	VIII	sav	sav_SC
SC	0.0022	C	VIII	sav	sav_SC
NC_M	0.0183	B	VIII	sav	sav_NC_M
NC_M	0.0189	B	VIII	sav	sav_NC_M
NC_M	0.0095	B	VIII	sav	sav_NC_M
NC_M	0.0195	B	VIII	sav	sav_NC_M
NC_M	0.0168	B	VIII	sav	sav_NC_M
NC_M	0.004	B	VIII	sav	sav_NC_M
NC_M	0.0167	B	VIII	sav	sav_NC_M
NC_M	0.0172	B	VIII	sav	sav_NC_M
NC_M	0.0078	B	VIII	sav	sav_NC_M
SC_M	0.0159	D	VIII	sav	sav_SC_M
SC_M	0.0195	D	VIII	sav	sav_SC_M
SC_M	0.005	D	VIII	sav	sav_SC_M
SC_M	0.0124	D	VIII	sav	sav_SC_M
SC_M	0.0175	D	VIII	sav	sav_SC_M
SC_M	0.0064	D	VIII	sav	sav_SC_M
SC_M	0.0157	D	VIII	sav	sav_SC_M
SC_M	0.0134	D	VIII	sav	sav_SC_M
SC_M	0.0115	D	VIII	sav	sav_SC_M
NC	0.0307	A	VIII	sid2	sid2_NC
NC	0.0306	A	VIII	sid2	sid2_NC
NC	0.026	A	VIII	sid2	sid2_NC
NC	0.0118	A	VIII	sid2	sid2_NC
NC	0.0195	A	VIII	sid2	sid2_NC
NC	0.0163	A	VIII	sid2	sid2_NC
NC	0.0252	A	VIII	sid2	sid2_NC
NC	0.0346	A	VIII	sid2	sid2_NC
NC	0.0266	A	VIII	sid2	sid2_NC
SC	0.009	C	VIII	sid2	sid2_SC
SC	0.0067	C	VIII	sid2	sid2_SC
SC	0.0079	C	VIII	sid2	sid2_SC
SC	0.0075	C	VIII	sid2	sid2_SC
SC	0.0084	C	VIII	sid2	sid2_SC
SC	0.0052	C	VIII	sid2	sid2_SC
SC	0.0074	C	VIII	sid2	sid2_SC
SC	0.0058	C	VIII	sid2	sid2_SC
SC	0.0026	C	VIII	sid2	sid2_SC
NC_M	0.0308	B	VIII	sid2	sid2_NC_M
NC_M	0.0105	B	VIII	sid2	sid2_NC_M
NC_M	0.0118	B	VIII	sid2	sid2_NC_M
NC_M	0.0394	B	VIII	sid2	sid2_NC_M
NC_M	0.0344	B	VIII	sid2	sid2_NC_M
NC_M	0.0045	B	VIII	sid2	sid2_NC_M
NC_M	0.0115	B	VIII	sid2	sid2_NC_M
NC_M	0.0209	B	VIII	sid2	sid2_NC_M
NC_M	0.0195	B	VIII	sid2	sid2_NC_M
SC_M	0.0306	D	VIII	sid2	sid2_SC_M
SC_M	0.0232	D	VIII	sid2	sid2_SC_M
SC_M	0.0165	D	VIII	sid2	sid2_SC_M
SC_M	0.0215	D	VIII	sid2	sid2_SC_M
SC_M	0.0181	D	VIII	sid2	sid2_SC_M
SC_M	0.016	D	VIII	sid2	sid2_SC_M
SC_M	0.0137	D	VIII	sid2	sid2_SC_M
SC_M	0.0177	D	VIII	sid2	sid2_SC_M
SC_M	0.0097	D	VIII	sid2	sid2_SC_M
NC	0.0539	A	VIII	myc2	myc2_NC
NC	0.044	A	VIII	myc2	myc2_NC
NC	0.0258	A	VIII	myc2	myc2_NC
NC	0.033	A	VIII	myc2	myc2_NC
NC	0.0316	A	VIII	myc2	myc2_NC
NC	0.0286	A	VIII	myc2	myc2_NC
NC	0.0275	A	VIII	myc2	myc2_NC
NC	0.0229	A	VIII	myc2	myc2_NC
NC	0.0201	A	VIII	myc2	myc2_NC
SC	0.0119	C	VIII	myc2	myc2_SC
SC	0.0065	C	VIII	myc2	myc2_SC
SC	0.0068	C	VIII	myc2	myc2_SC
SC	0.0144	C	VIII	myc2	myc2_SC
SC	0.0153	C	VIII	myc2	myc2_SC
SC	0.0069	C	VIII	myc2	myc2_SC
SC	0.0128	C	VIII	myc2	myc2_SC
SC	0.0071	C	VIII	myc2	myc2_SC
SC	0.0057	C	VIII	myc2	myc2_SC
NC_M	0.0358	B	VIII	myc2	myc2_NC_M
NC_M	0.0295	B	VIII	myc2	myc2_NC_M
NC_M	0.0205	B	VIII	myc2	myc2_NC_M
NC_M	0.0451	B	VIII	myc2	myc2_NC_M
NC_M	0.0187	B	VIII	myc2	myc2_NC_M
NC_M	0.0074	B	VIII	myc2	myc2_NC_M
NC_M	0.0293	B	VIII	myc2	myc2_NC_M
NC_M	0.0274	B	VIII	myc2	myc2_NC_M
NC_M	0.0186	B	VIII	myc2	myc2_NC_M
SC_M	0.0084	D	VIII	myc2	myc2_SC_M
SC_M	0.0067	D	VIII	myc2	myc2_SC_M
SC_M	0.0054	D	VIII	myc2	myc2_SC_M
SC_M	0.0067	D	VIII	myc2	myc2_SC_M
SC_M	0.0028	D	VIII	myc2	myc2_SC_M
SC_M	0.0037	D	VIII	myc2	myc2_SC_M
SC_M	0.0046	D	VIII	myc2	myc2_SC_M
SC_M	0.0051	D	VIII	myc2	myc2_SC_M
SC_M	0.0048	D	VIII	myc2	myc2_SC_M
