NC_SF_M5	NC_SF_R7	LP_CAS_R2	LP_CAS_M4	NC_CAS_R9	NC_SF_M3	LP_SF_M9	LP_CAS_R4	NC_CAS_R3	NC_CAS_R5	LP_Heat_1	NC_SF_M2	LP_SF_R8	LP_SF_M1	NC_SF_M7	NC_CAS_R8	LP_SF_M3	NC_SF_M1	LP_SF_M8	NC_SF_M4	NC_SF_R1	LP_SF_R4	NC_CAS_M3	NC_CAS_M8	NC_SF_R6	LP_SF_M7	NC_SF_M9	LP_SF_R2	LP_SF_M4	LP_CAS_R7	NC_SF_M8	NC_CAS_M2	NC_SF_R2	NC_SF_R4	LP_Free_2	LP_CAS_M2	LP_CAS_M1	NC_CAS_R6	NC_CAS_R7	LP_CAS_R3	LP_SF_R9	LP_CAS_R8	NC_CAS_M4	LP_CAS_M3	LP_CAS_R1	LP_SF_R5	NC_CAS_R2	NC_CAS_R4	NC_SF_M6	NC_CAS_M1	NC_CAS_M9	NC_SF_R9	LP_SF_R1	NC_CAS_M6	NC_SF_R8	LP_CAS_M9	LP_CAS_M5	LP_CAS_R5	LP_SF_R6	NC_CAS_M7	LP_SF_M2	LP_SF_R7	LP_SF_M6	LP_CAS_M6	NC_SF_R5	NC_CAS_R1	LP_Free_1	LP_CAS_R6	NC_CAS_M5	LP_CAS_R9	LP_CAS_M8	NC_SF_R3	LP_CAS_M7	LP_Heat_2	NC_Free_2	NC_Heat_2	NC_Free_3	NC_Heat_3	LP_SF_M5	NC_Heat_1	LP_SF_R3	Free_Leaf_1	NC_Free_1	Free_Leaf_2	LP_Free_3	LP_Heat_3	Free_Leaf_3	H2O_2	H2O_3	H2O_1
Zotu1556	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1	0	0	0	7	2	0	0	1	0	0	7	5	0	0	0	0	0	2	4	0	0	1	0	5	9	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu636	14	35	0	0	0	0	37	0	0	0	0	2	15	15	37	0	18	1	53	16	11	21	0	0	124	26	33	9	10	0	27	0	8	141	0	0	0	0	1	0	35	0	0	0	0	17	0	1	20	0	0	48	5	0	26	1	0	0	14	0	21	18	9	0	58	0	0	0	0	0	0	9	0	0	0	0	0	1	8	0	6	0	0	0	0	0	0	0	0	0
Zotu6865	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1509	0	0	0	21	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	37	10	0	0	0	0	0	0	0	20	0	0	0	12	12	0	0	0	0	1	25	12	0	0	0	0	0	25	6	0	0	18	0	5	24	0	0	9	0	0	0	21	0	0	0	0	10	2	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu592	1	337	0	0	0	3	7	0	0	0	0	10	2	0	2	0	0	3	2	1	12	47	0	0	65	2	1	6	6	0	0	0	20	75	0	0	0	0	0	0	3	0	0	0	0	69	0	0	0	0	0	377	1	0	215	0	0	0	49	0	0	4	4	0	33	0	0	0	0	0	0	15	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
Zotu1525	0	0	2	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	20	0	0	0	0	0	1	0	14	0	0	0	35	40	2	0	1	0	2	10	17	0	0	0	0	0	21	6	0	0	13	0	10	26	0	0	16	0	0	0	11	0	0	0	0	12	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2040	0	0	51	0	56	0	0	30	45	42	0	1	0	0	0	55	1	0	0	0	0	1	1	0	2	0	0	2	0	103	0	0	1	5	0	0	1	24	25	58	0	86	0	1	66	0	41	36	0	3	0	0	1	0	1	1	0	36	1	0	0	0	0	0	4	41	0	34	0	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1529	0	3	7	0	75	4	0	11	23	82	0	2	5	0	0	78	0	3	0	0	1	3	7	0	9	0	0	8	0	7	0	1	2	10	0	0	0	65	38	5	12	6	1	0	6	2	23	90	0	6	1	7	1	0	1	3	2	12	7	1	0	3	0	0	7	24	0	7	2	4	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu1008	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	31	19	0	0	0	0	0	3	0	21	0	0	0	49	57	0	0	0	0	3	67	26	0	0	0	1	0	36	12	0	0	23	0	8	24	0	0	14	0	0	0	31	0	1	0	1	29	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu133	77	3	6	897	58	123	1	3	18	563	0	285	1	45	26	67	47	219	3	41	7	0	10	16	16	2	23	5	39	0	20	7	3	24	0	16	15	289	33	2	0	4	118	10	1	2	9	498	82	4	13	3	3	71	0	2	942	3	0	16	57	0	35	633	7	22	0	3	58	0	5	7	2	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0
Zotu1718	14	3	1	4	0	21	5	1	0	0	0	73	5	8	5	1	7	26	7	10	3	2	5	12	27	3	6	5	7	1	5	8	3	17	0	20	25	0	0	2	4	2	20	8	1	0	0	0	10	17	4	0	8	3	1	7	5	1	0	1	11	0	6	8	5	0	0	3	4	4	2	1	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu713	0	0	0	1	0	8	3	0	0	0	0	12	0	0	0	0	0	10	5	0	0	0	1	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu253	0	0	0	0	0	7	2	0	0	1	568	8	1	0	1	0	1	6	1	2	1	1	0	0	1	2	0	0	1	1	1	0	0	4	9	1	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	2	2	0	0	0	0	0	1	2	1	1	1	0	1	0	9	0	0	1	1	0	0	653	0	592	1	571	1	596	1	9	1	0	13	414	0	0	0	0
Zotu639	0	0	50	8	52	0	0	26	31	34	0	1	2	1	0	37	0	2	0	1	0	0	21	19	3	1	1	0	4	102	1	9	0	1	0	7	11	27	31	32	0	117	12	11	43	0	20	32	0	16	8	2	2	5	0	2	2	41	0	8	0	0	1	2	0	22	0	33	9	100	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu721	0	0	7	92	2	7	1	13	3	2	0	9	0	0	0	1	0	6	1	0	0	0	157	103	0	1	0	0	1	15	0	102	0	3	0	190	189	1	0	13	0	5	171	143	8	0	0	2	1	141	62	0	1	63	0	56	118	13	0	119	1	0	0	75	0	1	0	21	76	13	64	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu688	33	2	3	20	0	11	0	9	1	25	0	35	1	52	2	0	56	23	0	12	2	0	47	25	24	0	0	5	20	3	0	25	2	24	0	32	23	11	0	1	3	1	41	34	1	2	0	15	21	26	20	0	2	12	0	16	33	9	6	13	65	1	29	27	18	0	0	11	19	3	16	1	15	0	0	0	0	0	26	0	3	0	0	0	0	0	0	0	0	0
Zotu1149	0	0	0	35	1	4	0	3	0	0	0	4	0	0	0	0	0	8	0	0	0	0	34	33	0	0	0	0	0	1	0	38	0	0	0	49	60	0	0	0	0	0	49	39	1	0	2	0	0	44	18	0	0	22	0	36	49	1	0	23	0	0	0	39	0	1	0	1	19	2	20	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu390	0	0	10	78	6	0	0	18	3	7	0	1	0	0	0	1	0	2	0	0	0	0	203	127	0	0	0	0	0	33	1	171	0	0	0	154	201	3	0	11	0	16	178	164	13	0	3	6	0	205	66	0	0	94	0	83	149	15	0	84	0	0	0	104	0	2	0	31	90	28	70	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1198	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	0	0	1	0	21	0	0	0	38	48	0	0	0	0	1	39	28	0	0	0	0	0	27	17	0	0	15	0	10	24	0	0	17	0	0	0	18	0	0	0	0	13	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1633	0	0	15	6	16	1	0	32	12	9	0	1	0	0	0	9	0	0	0	0	0	0	5	4	0	0	0	0	0	27	0	5	0	0	0	5	9	11	5	24	0	16	7	13	28	1	4	8	0	11	8	0	0	0	0	6	6	15	0	5	1	0	0	4	0	8	0	34	3	14	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1335	0	0	2	33	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	20	25	0	0	0	0	0	4	0	20	0	0	0	48	40	0	0	0	0	0	31	35	1	0	0	0	0	33	9	0	0	13	0	26	35	1	0	16	0	0	0	22	0	0	0	0	14	0	10	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu673	0	0	2	94	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	78	76	0	0	0	0	0	0	0	65	0	0	0	119	112	0	0	0	0	6	83	116	2	0	0	0	0	75	34	0	0	41	0	59	141	0	0	46	0	0	0	64	0	0	0	0	49	3	36	0	53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu3658	18	6	0	0	0	5	3	0	0	0	0	6	4	0	7	0	1	2	2	17	0	0	0	0	11	1	12	5	0	0	7	0	0	11	0	0	0	0	0	0	2	0	0	0	0	1	0	0	24	0	0	10	4	0	2	0	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu557	19	38	0	6	2	99	20	2	8	4	0	154	45	52	86	4	57	120	31	18	11	27	69	17	53	29	94	17	29	4	98	31	10	63	0	10	16	3	2	1	66	0	25	6	2	32	5	2	26	45	7	41	19	12	26	3	5	0	16	15	66	46	35	2	14	9	0	1	5	1	6	14	2	0	0	0	0	0	17	0	2	0	0	0	0	1	0	0	0	0
Zotu1240	3	2	0	0	2	32	9	0	0	2	0	59	8	20	5	1	21	35	4	6	10	13	3	3	38	3	1	17	4	0	2	1	8	49	0	1	1	0	0	0	14	0	1	1	0	15	0	0	5	1	0	4	20	2	2	0	0	1	9	0	12	4	10	1	14	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	6	0	0	1	0	0	1	0	0	0
Zotu247	41	11	1	2	11	485	12	3	3	12	0	854	1	35	1	15	48	674	7	31	12	1	10	3	50	8	12	25	33	0	4	6	9	76	0	12	15	8	10	0	2	3	7	10	2	2	0	8	44	6	6	8	18	6	10	3	10	0	2	4	40	3	35	3	33	2	0	0	11	1	5	12	1	0	0	0	0	1	29	0	4	0	0	0	0	0	0	0	0	0
Zotu1654	0	0	8	3	7	0	0	4	7	7	0	0	0	0	0	7	0	0	0	0	0	0	3	5	0	0	0	0	1	5	0	5	0	0	0	9	10	5	3	5	0	7	4	4	12	0	1	8	0	6	2	0	0	1	0	4	14	6	0	3	0	0	0	0	0	3	0	5	0	14	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu532	19	157	0	35	29	233	39	3	2	33	0	421	35	56	15	23	68	358	33	22	51	26	3	2	81	43	48	40	35	0	36	3	49	113	0	8	5	23	23	0	47	0	2	7	1	31	4	23	26	1	4	156	38	2	76	1	42	0	28	3	48	21	46	28	69	1	0	0	3	2	1	51	0	0	0	0	0	1	29	0	13	0	0	0	0	0	0	0	0	0
Zotu747	5	20	0	0	19	51	32	0	3	15	0	107	31	64	43	20	97	56	19	5	9	20	2	6	63	16	72	24	30	3	70	1	11	77	0	1	0	17	12	1	33	2	2	0	2	24	3	22	7	2	2	33	15	2	9	0	0	0	15	2	61	19	28	0	43	3	0	0	0	0	0	17	0	0	0	0	0	2	23	0	9	0	0	0	1	0	0	0	0	0
Zotu328	189	62	3	0	0	34	30	0	0	3	0	77	107	42	119	1	80	45	26	160	39	40	1	0	124	19	162	59	84	0	111	1	33	142	0	1	2	4	0	2	116	0	2	0	0	43	0	3	229	3	0	50	59	0	34	0	1	1	33	0	64	73	88	0	65	0	0	0	1	1	0	34	0	0	0	0	0	0	65	0	43	0	0	0	0	0	0	0	0	0
Zotu2375	0	0	3	8	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	10	11	0	0	0	0	0	0	0	14	0	0	0	14	24	0	0	0	0	0	19	12	0	0	0	0	0	6	8	0	0	2	0	5	13	0	0	5	0	0	0	7	0	0	0	0	5	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1254	0	0	3	36	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	39	23	0	0	0	0	0	0	0	27	0	0	0	36	26	0	0	1	0	2	40	25	2	0	0	0	0	31	6	0	0	18	0	24	49	1	0	15	0	0	0	32	0	1	0	0	25	2	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu242	27	11	91	75	13	84	2	144	34	89	0	122	45	37	0	20	32	98	4	35	112	127	126	146	224	5	1	114	13	284	0	106	90	255	0	127	122	56	7	84	56	305	246	121	112	144	19	107	29	156	115	24	110	107	14	110	89	149	98	129	21	33	12	55	111	31	0	207	112	320	91	111	79	0	0	0	0	1	16	0	73	0	0	0	0	0	0	0	0	0
Zotu4672	2	0	0	1	0	0	2	0	0	0	0	0	3	0	5	0	0	1	4	3	1	0	3	1	1	2	3	0	0	0	2	1	1	1	0	3	5	0	0	0	2	0	3	3	0	0	0	0	8	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1311	6	1	0	17	0	25	7	8	0	2	0	39	1	4	0	1	1	29	6	3	3	0	11	11	5	6	0	0	1	2	0	2	0	3	0	15	20	0	3	0	3	3	19	17	2	0	0	4	3	4	2	2	2	7	2	23	11	7	1	7	1	2	2	16	1	0	0	2	4	4	15	2	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu3819	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	2	0	0	13	1	0	0	2	4	0	0	0	0	0	0	0	0	6	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	11	0	1	2	0	0	1	1	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
Zotu378	0	0	5	152	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	115	106	0	0	0	0	0	5	0	117	0	0	0	155	192	2	2	5	0	10	156	133	3	0	3	0	0	124	57	0	0	88	0	87	172	3	0	81	0	0	0	94	0	2	0	8	61	8	67	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1070	0	0	4	23	5	1	0	2	7	5	0	0	0	0	1	7	2	0	0	0	0	0	19	32	0	0	0	0	0	13	0	8	0	0	0	35	42	4	3	4	0	9	38	35	2	0	4	16	0	15	14	0	0	29	0	24	18	4	0	22	0	0	0	14	0	1	0	6	21	9	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1067	8	0	0	0	128	1	0	0	2	0	0	4	0	0	0	166	0	2	1	15	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	124	0	1	0	0	0	0	0	5	0	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1704	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0	17	0	0	0	28	34	0	0	2	0	2	14	22	0	0	0	0	0	22	7	0	0	8	0	14	24	2	0	9	0	0	0	17	1	0	0	0	12	3	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1338	0	0	0	34	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	63	38	0	0	0	0	0	4	0	48	0	0	0	52	67	0	0	1	0	2	41	56	0	0	0	0	0	48	23	0	0	25	0	36	62	0	0	34	0	0	0	33	0	0	0	1	21	1	20	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu285	2	0	4	110	2	21	0	5	2	2	0	17	0	3	1	1	1	15	3	3	0	1	234	129	1	0	0	0	0	11	3	191	1	0	0	255	265	1	0	3	2	18	236	172	9	2	1	1	3	228	67	0	1	106	0	63	140	4	1	123	5	1	1	94	1	0	0	6	125	9	63	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu627	13	19	4	0	54	17	5	2	10	42	0	23	20	52	20	66	66	20	5	9	8	16	1	2	43	3	22	28	16	2	23	2	9	35	0	1	3	9	30	7	28	7	0	3	13	25	5	32	7	3	1	13	10	0	10	0	4	1	9	1	44	15	16	0	28	6	0	0	0	3	0	16	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0
Zotu1760	0	0	0	7	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	1	0	2	0	0	0	25	28	0	1	0	0	2	15	21	0	0	0	0	0	10	10	0	0	10	0	7	18	0	0	18	0	0	0	10	0	0	0	0	12	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6248	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu529	27	39	0	0	0	150	78	0	0	0	0	207	35	159	66	0	173	198	85	24	13	12	1	0	56	87	102	50	30	0	86	0	27	65	0	0	0	0	0	0	41	0	0	0	0	13	0	0	22	0	0	42	45	0	26	0	0	0	10	0	144	20	21	0	31	0	0	0	0	0	0	30	0	0	0	0	0	0	13	0	20	0	0	0	0	0	0	0	0	0
Zotu329	21	20	55	34	40	18	19	66	23	56	4	33	21	7	7	59	20	16	14	11	13	39	28	19	43	17	9	25	3	108	4	26	15	48	23	43	46	30	26	50	38	90	24	23	59	40	30	41	20	25	8	16	17	10	5	22	37	67	34	20	10	15	8	23	13	24	26	82	13	104	13	15	9	6	14	6	25	9	1	4	9	73	13	64	11	1	46	0	0	0
Zotu1247	0	0	18	63	2	0	0	13	3	2	0	0	0	0	0	2	0	0	0	0	0	0	66	58	0	0	0	0	0	8	0	41	0	0	0	109	79	3	2	18	0	2	60	89	23	0	1	0	0	55	29	0	0	40	0	39	42	18	0	41	0	0	0	35	0	0	0	19	46	4	19	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1882	1	3	0	25	0	9	5	0	0	1	0	18	0	1	16	0	3	11	4	2	2	0	24	17	2	0	18	1	7	2	8	13	0	0	0	26	33	0	0	1	0	3	29	30	0	1	0	0	2	26	12	0	0	17	1	10	34	0	1	13	1	0	5	15	0	0	0	0	20	5	8	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1434	0	0	0	29	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	23	19	0	0	0	0	0	1	0	22	0	0	0	23	37	0	0	1	0	2	33	18	1	0	0	0	0	25	9	0	0	20	0	9	28	1	0	8	0	0	0	6	0	0	0	0	18	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2404	3	0	1	1	11	4	1	13	1	11	0	6	0	2	1	11	3	9	0	3	0	0	2	1	1	4	3	0	1	0	0	0	0	3	0	1	4	6	4	1	0	2	0	1	3	0	2	6	5	4	2	1	0	0	1	0	2	7	0	2	2	0	1	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu40	0	0	11	0	20	0	0	15	10	21	0	0	0	0	1	18	0	0	0	0	0	0	4	2	0	0	0	0	0	16	0	6	0	0	0	11	5	11	16	14	0	17	4	1	18	0	11	13	0	5	4	0	0	3	0	0	4	17	0	5	0	0	1	0	0	7	0	14	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu895	0	0	1	3	0	141	0	1	0	0	0	235	1	0	0	0	0	199	0	0	1	1	1	9	0	0	0	0	0	0	0	1	0	4	0	1	2	0	0	2	1	0	1	1	0	0	0	0	0	4	4	0	0	1	0	0	4	1	0	4	0	1	0	0	3	3	0	1	0	1	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2243	0	0	0	10	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	19	7	0	0	0	0	0	2	0	15	0	0	0	17	19	0	0	0	0	0	20	11	0	0	0	0	1	15	4	0	0	9	0	8	4	0	0	20	0	0	0	1	0	0	0	1	9	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1451	0	0	1	52	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	47	35	0	0	0	0	0	2	0	31	0	0	0	53	51	0	0	0	0	3	42	42	2	0	0	0	0	47	6	0	0	16	0	25	44	0	0	28	0	0	0	32	0	2	0	2	22	2	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1793	0	0	0	36	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	11	0	0	0	0	0	0	0	11	0	0	0	37	28	0	1	1	0	0	26	20	0	0	0	0	0	27	9	0	0	16	0	6	27	0	0	8	0	0	0	12	0	0	0	0	15	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2300	0	0	2	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	1	0	0	7	0	0	0	12	15	0	0	1	0	2	19	4	0	0	0	0	0	11	7	0	0	2	0	4	5	0	0	12	0	0	0	6	0	0	0	0	5	2	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1450	3	17	0	0	1	8	7	6	0	2	0	13	1	3	20	0	3	20	3	6	7	1	0	0	16	0	28	3	0	0	17	0	6	27	0	0	0	1	0	1	3	0	1	0	1	0	0	0	7	0	0	6	3	0	7	0	0	15	2	0	1	4	0	0	12	1	0	12	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1325	0	0	4	2	9	0	0	29	1	26	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	14	7	0	0	0	0	2	4	0	0	19	0	0	0	0	0	1	0	32	1	40	0	0	0	0	0	1	0	1	0	47	1	1	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3254	0	0	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	6	0	0	1	0	0	0	0	5	1	0	0	6	11	0	0	0	1	0	5	4	0	0	0	0	1	4	2	0	0	3	1	6	2	0	0	4	0	0	0	4	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu145	3	50	3	11	19	23	10	5	2	85	0	43	16	0	0	12	0	36	5	0	103	197	32	12	149	2	0	145	1297	2	1	21	105	196	0	4	8	71	12	1	20	2	25	7	2	298	0	89	1	21	5	63	139	12	32	4	4	10	180	10	0	9	1293	13	98	0	0	7	21	1	4	114	4	0	0	0	0	0	968	0	78	0	0	0	0	0	0	0	0	0
Zotu431	19	9	18	135	11	90	8	38	7	20	0	140	2	50	18	9	63	109	5	24	3	3	225	135	10	12	19	0	11	33	16	161	1	24	0	229	258	7	5	21	4	25	286	184	15	7	5	10	28	218	95	3	1	143	3	150	187	40	1	117	49	1	21	110	4	4	0	51	105	15	70	3	89	0	0	0	0	1	6	0	0	0	0	1	0	1	1	0	0	0
Zotu4533	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	7	2	0	0	0	0	0	6	5	0	0	4	0	6	6	0	0	3	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu722	0	0	0	75	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	69	40	0	0	0	0	0	1	0	47	0	0	0	49	71	0	0	1	0	0	84	37	3	0	0	0	0	50	22	0	0	43	0	41	84	1	0	26	0	0	0	70	0	0	0	1	39	0	40	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu475	70	28	7	1	9	126	58	3	2	4	0	212	20	32	83	2	41	181	54	67	8	5	0	0	14	51	96	6	21	0	112	0	6	17	0	0	0	3	5	13	26	0	1	1	13	3	2	2	88	2	0	39	8	0	15	1	2	0	6	1	46	35	12	1	11	3	0	0	0	0	0	5	0	0	0	0	0	0	5	0	9	0	0	1	0	0	0	0	0	0
Zotu382	0	0	430	23	15	0	0	110	1	6	0	0	0	0	0	16	0	0	0	0	1	0	4	8	0	0	0	0	0	23	0	3	0	0	0	2	4	1	8	494	0	16	0	1	547	0	2	11	0	3	1	0	0	0	0	1	31	115	0	2	0	0	0	12	0	0	0	135	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu744	0	0	23	70	10	0	0	17	13	42	0	0	0	0	0	23	0	0	0	0	0	0	81	85	0	0	0	0	0	33	0	71	0	0	0	104	125	18	5	23	0	31	125	77	37	0	15	25	0	95	55	0	0	66	0	59	104	22	0	66	0	0	0	75	0	14	0	29	45	33	64	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1339	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	21	0	0	0	0	0	1	0	30	0	0	0	43	26	0	0	2	0	1	21	31	0	0	0	1	0	28	19	0	0	18	0	26	21	0	0	18	0	0	0	24	0	0	0	0	15	2	14	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu516	2	0	20	62	31	6	2	9	11	38	0	4	0	0	2	32	2	4	1	0	0	1	134	109	0	0	0	2	0	18	2	115	0	0	0	146	180	35	22	12	0	15	110	103	21	1	9	39	0	144	47	0	2	56	0	36	94	11	0	69	0	0	1	52	1	8	0	17	58	13	36	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1905	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	18	0	0	0	0	0	1	0	49	0	0	0	48	51	0	0	1	0	4	61	50	2	0	0	0	0	44	28	0	0	23	0	16	77	0	0	21	0	0	0	51	0	2	0	3	27	0	26	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
