NC_N_Root_1	NC_N_Root_2	NC_N_Root_3	NC_N_Shoot_1	NC_N_Shoot_2	NC_N_Shoot_3	SC_N_Root_1	SC_N_Root_2	SC_N_Root_3	SC_N_Shoot_1	SC_N_Shoot_2	SC_N_Shoot_3	NC_Y_Root_1	NC_Y_Root_2	NC_Y_Root_3	NC_Y_Shoot_1	NC_Y_Shoot_2	NC_Y_Shoot_3	SC_Y_Root_1	SC_Y_Root_2	SC_Y_Root_3	SC_Y_Shoot_1	SC_Y_Shoot_2	SC_Y_Shoot_3
AT4G38330	0.5639	0.1794	-0.1287	2.1039	2.3601	2.3487	-0.4832	0.2013	-0.5844	2.1714	1.923	2.3062	-0.451	0.0749	-1.2164	1.0371	1.9924	2.1266	-0.0403	0.6371	-1.0796	2.0906	2.0448	2.0231
AT4G38340	3.0408	3.4443	3.5229	2.1243	0.8883	0.9472	3.1663	2.7564	3.0912	1.703	1.2615	1.67	3.985	3.8801	4.0542	2.5554	2.338	2.4352	3.891	3.5421	4.1246	1.1932	1.508	-1.2039
AT4G38350	7.2997	7.2804	7.1499	7.0009	7.1997	7.127	6.9309	6.8059	6.8341	7.0055	6.9804	7.0865	7.1597	7.2793	7.1682	7.0144	6.9061	6.9597	7.1044	7.0245	6.994	6.9157	6.9908	6.755
AT4G38360	5.5726	5.5484	5.3906	5.6999	5.6593	5.565	5.6494	5.5302	5.5257	5.3789	5.4702	5.3996	5.4094	5.3827	5.3083	5.6731	5.7787	5.8432	5.4662	5.4723	5.3567	5.3457	5.224	5.1868
AT4G38370	2.8772	2.6784	2.7225	3.4279	3.2532	3.1803	2.9592	3.0302	2.9322	3.6881	3.2939	3.7908	2.8756	2.6251	2.7409	2.9937	2.7636	2.9657	2.7984	2.9148	2.9735	3.083	3.3183	3.6898
AT4G38380	2.7121	2.9698	3.0238	3.109	3.132	3.3199	2.8891	2.7905	2.7745	2.931	3.381	3.3982	3.1144	2.9719	3.1389	3.1028	2.9201	2.4979	3.0096	2.926	3.0414	3.3087	3.4824	3.1245
AT4G38390	2.8152	3.4504	2.7651	-0.3918	-0.7521	-0.871	2.6659	2.2813	2.409	-1.6795	-2.198	-2.3831	4.6569	4.1658	4.029	-2.5236	-0.9754	0.1133	3.8813	3.6607	3.7916	-1.0198	-1.1823	-1.4935
AT4G38400	2.6322	3.02	2.744	3.5228	2.9483	3.2165	2.4993	2.4399	2.2828	2.5466	2.8638	2.8419	2.4086	2.8482	2.7533	3.2152	3.3251	2.9657	2.7349	2.8575	2.8777	3.1574	2.4563	2.8204
AT4G38410	1.7169	1.2229	1.3201	-2.7137	-3.2546	-1.949	0.7525	1.8683	0.9275	-4.4868	-4.5199	-4.705	1.6928	0.6099	1.3197	-3.2606	-2.2555	-3.0567	1.8934	0.3354	1.0796	-4.4793	-3.0567	-3.0784
AT4G38420	1.8815	2.2858	1.8014	4.7143	4.4846	4.6641	2.1551	2.6116	1.1365	5.1038	5.0632	5.1167	-0.0476	0.1881	0.1622	5.0508	5.1429	4.7181	0.6515	1.7293	0.1428	5.1446	5.3986	5.4698
AT4G38430	5.7964	5.7489	5.8937	7.3799	7.0149	7.0657	5.8636	5.8954	5.9398	6.8368	6.8415	6.9924	5.8049	5.9783	5.8418	6.9671	6.8489	6.6741	5.6028	5.7864	5.6939	6.639	6.7328	6.8753
AT4G38440	5.6161	5.445	5.734	4.8758	4.8764	4.9404	5.4261	5.4285	5.2616	4.8238	4.5327	4.5965	5.8773	6.0037	5.9164	4.8216	4.7684	4.7225	5.3825	5.3593	5.5282	4.7568	4.832	4.7311
AT4G38460	3.8706	4.1019	4.2784	6.2665	5.6209	5.6747	4.1792	4.0032	4.0552	5.4688	5.473	5.5441	4.4759	4.4531	4.1874	6.1267	5.5655	5.7773	4.3695	4.1259	4.3422	5.4351	5.5017	5.3352
AT4G38470	6.1466	6.9722	6.1771	4.4899	4.3723	4.4376	5.6308	5.7331	6.2101	5.1552	5.2923	5.6711	8.7091	8.1468	7.9107	4.3809	4.7997	4.6368	6.5565	6.2934	6.4559	5.4019	5.1705	4.9159
AT4G38480	2.4344	2.3526	2.4627	0.6368	1.2265	1.3568	3.1057	3.3769	2.9961	1.78	1.313	1.8949	2.3295	2.2217	2.328	0.5807	1.4128	0.5678	2.2667	2.0891	2.2132	1.4034	1.6981	1.2193
AT4G38490	2.7599	2.7983	2.6334	4.3241	4.0763	3.9659	2.2974	2.7736	2.4487	3.9183	3.9189	4.0991	2.8569	2.7222	2.4081	4.0402	3.9511	3.6938	2.4224	2.5312	2.3264	3.8472	3.8461	4.1081
AT4G38495	3.1737	3.4258	3.1971	3.4115	2.8815	2.931	3.1134	3.2962	3.3577	2.6112	2.5354	2.8107	3.2423	3.4573	3.4198	3.3977	3.1707	3.1976	3.3988	3.3479	3.2083	3.0046	2.7592	2.575
AT4G38500	5.0398	5.0374	5.1507	5.1579	5.0748	5.0039	5.1838	5.162	5.0902	5.007	5.0056	4.9867	4.7982	5.0347	5.085	4.989	4.9991	4.9452	5.2221	5.1125	5.1772	5.1076	4.9785	5.0073
AT4G38510	7.0583	7.2146	7.2786	7.4287	7.3437	7.2844	7.3422	7.3573	7.3391	7.3047	7.2911	7.3149	7.2212	7.1938	7.2677	7.4739	7.2286	7.4295	7.4874	7.3606	7.3631	7.5091	7.3502	7.2751
AT4G38520	5.9505	5.9693	6.0331	6.6204	6.3121	6.261	5.9789	6.0163	6.0111	6.4869	6.4012	6.5411	6.0639	6.1445	6.0169	6.3263	6.09	6.129	6.0596	6.1192	6.1175	6.4118	6.3406	6.3317
AT4G38530	3.5449	3.7321	3.2279	2.2028	2.3	1.9145	2.777	2.3168	2.5616	1.4904	1.8895	1.6348	3.3597	3.6175	3.2299	1.3042	0.5518	1.6982	3.2704	3.4752	3.887	1.6705	0.5677	-0.1398
AT4G38540	7.2054	7.1536	7.1484	3.6262	3.1434	3.3929	6.9686	6.9746	6.997	3.3269	3.508	3.3006	7.3453	7.2721	7.122	4.6282	4.7935	4.8442	6.9231	6.8036	6.7813	3.1428	3.3862	3.002
AT4G38545	2.0752	2.0645	1.8014	3.3864	3.0852	3.4241	1.9635	1.4874	1.5311	3.2343	3.393	3.4294	1.9611	2.373	2.1152	3.3492	3.2545	2.9657	1.6855	2.31	2.2327	3.3087	3.2831	3.1504
AT4G38550	6.8871	7.0618	7.1061	6.7762	6.0651	5.9837	6.8274	6.6361	6.5785	6.7617	6.7463	6.6953	7.4872	7.4308	7.2736	7.5992	7.5915	7.4187	7.0166	6.7161	6.8843	6.8689	7.2002	6.5899
AT4G38552	2.9776	2.7093	2.8858	2.8409	2.7825	2.9633	3.0262	3.1918	2.8944	2.2546	2.8464	2.946	3.0986	3.2513	3.2648	2.4306	2.5444	2.1786	3.1621	3.1235	3.1784	2.7007	2.2531	2.7029
AT4G38560	-1.4148	-0.3909	-1.0902	2.2773	2.2372	2.061	-3.1154	-2.4616	-1.8798	1.3461	0.5245	1.4447	0.7033	0.1326	0.3686	3.5765	3.9842	3.611	0.6515	-0.447	-0.899	1.6293	2.3695	0.7629
AT4G38570	4.4032	4.2282	4.111	3.4361	3.1993	3.3609	3.9312	4.0567	4.2057	3.6373	3.8852	3.9352	4.407	4.1761	4.1365	3.3394	3.2902	2.995	4.09	4.1259	3.8684	3.4336	3.7377	3.7073
AT4G38580	4.6764	4.8604	4.8027	4.1468	3.8364	3.9282	4.9257	4.8452	5.0017	4.2847	4.2971	4.3956	4.9817	5.3049	5.0678	4.3517	4.0894	4.076	5.2732	5.1794	5.212	4.3756	4.0413	3.9623
AT4G38600	8.2659	8.273	8.3526	7.7947	7.8624	7.8256	8.2619	8.1731	8.047	7.8087	7.8107	7.9327	8.2693	8.3709	8.1669	7.7945	7.8065	7.7488	8.1534	8.159	8.2353	7.8852	7.8737	7.6269
AT4G38620	5.0046	4.9495	4.8355	4.5437	4.4665	4.3095	4.4191	4.584	4.8041	3.952	4.335	4.1807	4.2584	4.2691	4.4333	4.6119	4.3655	4.2502	5.4597	5.4298	5.2838	4.2988	4.2006	4.2405
AT4G38630	6.6383	6.6611	6.822	6.6522	6.4727	6.4731	7.0437	6.9676	6.958	6.504	6.4681	6.6531	6.6599	6.6802	6.6237	6.6647	6.6301	6.6304	6.9171	6.8608	6.8796	6.5466	6.6408	6.5922
AT4G38640	5.6633	5.666	5.7393	5.5084	5.4857	5.4801	5.8428	5.7752	5.7235	5.3602	5.4702	5.3651	5.8049	5.9191	5.7919	5.5087	5.4399	5.5593	5.7597	5.57	5.7973	5.5638	5.5419	5.3408
AT4G38650	0.5201	0.5419	0.7279	1.6509	1.3102	1.5105	0.6287	1.1099	0.4421	1.853	2.08	2.0631	0.0867	-0.048	1.1056	1.2206	1.5953	1.1397	0.3467	0.3354	0.3711	1.8245	2.3917	2.4134
AT4G38660	5.3043	5.3518	5.4292	5.3448	4.7659	4.9131	5.2217	5.2037	5.2947	5.1624	5.0289	5.2213	5.4813	5.4874	5.6191	4.9375	4.6462	4.3612	5.861	5.9692	5.9136	5.0734	4.8838	4.9235
AT4G38670	3.1452	3.0685	3.453	3.7941	3.4504	3.4773	3.3075	3.2419	3.3225	3.1205	3.3566	3.7086	3.4744	3.3458	3.5385	3.2889	3.0818	2.8898	3.3289	3.413	3.4688	3.5814	3.472	3.7837
AT4G38680	6.8329	6.7141	6.9688	7.4867	7.0602	7.07	7.209	7.2513	7.2981	7.4294	7.1334	7.212	6.7818	6.6941	6.7187	7.055	7.1334	6.9662	7.3385	7.1686	7.1919	7.3572	7.0223	7.2066
AT4G38690	0.9072	1.5534	1.0712	5.7201	5.3662	5.4367	0.1172	0.3457	1.0006	5.7214	5.7896	5.8714	1.814	1.9759	1.9957	5.0508	4.7135	4.9968	2.2667	2.0487	2.2132	6.0374	5.7037	5.9112
AT4G38700	-3.9173	-2.2654	-3.0162	1.3394	1.2689	0.7637	-3.8524	-4.0466	-5.3392	1.6217	1.2615	0.9674	-3.0833	-2.0804	-1.4228	1.0371	0.8197	0.7846	-3.7408	-5.0909	-2.1791	0.8062	0.6437	1.118
AT4G38710	6.049	6.057	6.3601	7.7868	7.5	7.4147	6.164	6.0831	6.1531	7.5036	7.1862	7.2575	5.9207	5.853	6.1418	7.7448	7.7071	7.5442	6.6127	6.6485	6.6524	7.7022	7.5527	7.889
AT4G38730	3.6089	3.6495	3.3307	3.8562	3.6801	3.8324	3.4665	2.9037	3.1882	3.3269	3.4857	3.6481	3.4054	3.6225	3.4275	3.5681	3.7152	3.8382	3.3919	2.9371	3.3127	3.2955	3.2949	3.4607
AT4G38740	8.3054	8.2827	8.5342	8.7823	8.176	8.2177	8.3013	8.1111	8.2629	8.3001	7.885	8.1949	7.9727	8.2266	8.3154	8.1839	7.9418	7.8659	8.3543	8.2857	8.3698	8.2352	7.9635	8.0842
AT4G38760	6.3701	6.4246	6.5654	6.3269	6.6796	6.7144	6.5259	6.5324	6.4077	6.7085	6.7787	6.8365	6.2905	6.4435	6.4067	6.437	6.4493	6.5011	6.4287	6.4517	6.5208	6.7087	6.7241	6.532
AT4G38770	4.5625	4.7778	4.5762	10.5674	10.8465	10.519	4.3489	4.2738	4.3314	11.2608	11.3944	11.2279	4.9111	5.6494	5.1679	10.407	10.059	10.3812	5.3962	5.5611	5.59	11.5587	11.3474	11.4137
AT4G38780	2.1198	2.3262	2.1617	0.9417	1.4642	1.2905	1.8936	1.7863	1.2901	1.4904	0.9064	1.4447	1.9257	2.2349	2.2077	1.0371	0.2947	0.4877	1.4944	1.9644	1.859	0.65	1.1912	1.0645
AT4G38790	5.3565	5.3583	5.4209	4.5171	4.4435	4.5798	5.6254	5.6521	5.5699	4.4933	4.6425	4.4217	5.2178	5.2225	5.1447	4.8392	4.561	4.696	5.5142	5.4837	5.4533	4.6526	4.7528	4.4633
AT4G38800	7.2331	7.3235	7.2162	6.9233	6.6245	6.7325	7.2585	7.3214	7.3026	6.5973	6.5775	6.5565	7.1828	7.1823	7.1717	6.8405	6.6865	6.7534	7.307	7.2257	7.2147	6.4193	6.3716	6.3871
AT4G38810	6.0051	6.1835	5.8865	6.3838	6.2231	6.291	6.0926	5.9187	6.0938	5.9044	6.0125	5.9788	6.8531	6.7829	6.7124	6.9695	7.4029	6.735	5.8093	5.791	5.7406	5.729	5.697	5.6574
AT4G38825	-5.5022	-5.4353	-5.3382	-1.5762	-2.0322	-1.6595	-5.4374	-5.6316	-5.3392	0.5576	0.0037	0.3393	-5.4052	-5.5398	-5.1232	-0.4532	-1.156	-0.9412	-5.3258	-5.0909	-4.9865	0.3787	-0.5542	-0.9629
AT4G38830	2.9613	3.0921	2.6448	-3.4507	-4.8396	-5.1189	2.7866	2.6116	2.3542	-1.6795	-4.5199	-1.5351	3.3663	3.2117	3.4275	-0.9386	0.429	0.0022	3.8958	3.4676	3.6171	-1.0198	-2.3198	-3.0784
AT4G38840	-5.5022	-5.4353	-5.3382	5.6829	5.9311	5.9425	-5.4374	-5.6316	-2.5319	5.7997	5.7827	5.7181	-5.4052	-5.5398	-5.1232	5.5628	5.5801	5.706	-2.5184	-3.5059	-2.6646	5.6384	5.7919	5.9412
AT4G38850	-5.5022	-5.4353	-5.3382	1.0729	2.3796	2.1572	-5.4374	-5.6316	-5.3392	1.78	2.1666	1.8648	-5.4052	-5.5398	-3.5383	2.0733	2.1945	3.0237	-5.3258	-5.0909	-4.9865	2.2072	2.4563	2.3478
AT4G38860	-3.1803	-3.8504	-5.3382	5.1154	5.4095	5.2637	-5.4374	-4.0466	-3.7543	5.2664	5.5977	5.6514	-3.0833	-3.9549	-5.1232	4.4283	4.4149	4.7614	-3.0038	-5.0909	-4.9865	5.3709	5.3597	5.4927
AT4G38870	-3.9173	-5.4353	-5.3382	0.0088	-1.3801	-0.5953	-5.4374	-5.6316	-3.7543	-2.9019	-2.198	-2.3831	-5.4052	-5.5398	-3.5383	0.2838	-0.5393	0.3126	-5.3258	-5.0909	-2.1791	0.0443	-1.1823	-4.6634
AT4G38890	5.5333	5.4542	5.6512	5.8293	5.9061	5.9316	5.7332	5.8608	5.6615	5.9151	5.9487	6.0203	5.4379	5.3588	5.4739	5.9268	5.8686	5.7961	5.4662	5.6565	5.6868	6.2046	6.2139	6.2988
AT4G38900	4.8253	5.0794	4.7769	5.1356	5.2519	5.2087	4.8676	4.7746	4.8543	5.4659	5.5177	5.4281	5.1618	5.3451	5.231	5.0508	4.9158	5.0571	4.8202	4.8384	4.975	5.3393	5.2394	5.1552
AT4G38910	1.8987	2.0804	1.6276	3.2998	2.9086	3.1051	1.3571	1.8998	1.7797	2.9644	2.6798	2.8874	2.2459	2.0526	2.2431	2.9027	2.85	2.5182	2.0406	2.069	1.5834	2.9216	2.9052	2.8365
AT4G38920	7.5831	7.65	7.6346	7.9303	7.7272	7.6963	7.8287	7.7638	7.7979	7.5769	7.5981	7.6132	7.6824	7.6532	7.6738	7.8612	7.633	7.8802	7.975	7.8297	7.8937	7.7354	7.5552	7.6229
AT4G38930	4.6463	4.7081	4.4481	4.7474	4.7208	4.725	4.5125	4.4809	4.31	4.4231	4.7161	4.6591	4.4387	4.2755	4.3984	4.62	4.4626	4.6087	4.2981	4.1014	4.093	4.5348	4.5207	4.6011
AT4G38932	5.0818	5.3744	5.0139	4.186	4.3964	4.4754	4.8118	4.8573	4.9861	4.5216	4.6425	4.3584	5.7234	5.888	5.5711	4.0999	4.3358	4.6915	4.7841	4.6285	4.726	4.2247	4.2256	3.6809
AT4G38940	2.9613	3.3493	3.0585	2.7653	2.6918	2.6293	3.0097	2.8563	2.9691	2.3333	2.7747	2.4946	3.7722	3.7339	3.4352	2.834	2.7888	2.4352	3.3217	2.7733	3.085	2.1501	2.6157	2.207
AT4G38950	4.7469	4.943	4.4932	6.7239	6.5586	6.6009	4.8046	4.608	4.6077	7.363	7.1397	7.1502	5.1675	5.0176	5.2266	6.3049	6.6205	5.8829	5.6087	5.3614	5.4408	6.4901	7.0169	7.1588
AT4G38960	3.5719	3.5675	3.3658	4.8332	5.0688	5.0523	3.0823	3.4951	3.6748	3.7939	3.9599	3.7828	3.2566	3.423	3.1668	4.771	4.8274	4.828	2.9917	3.3479	3.3035	3.2689	3.2712	3.5702
AT4G38970	-0.6442	-0.0778	-1.6377	12.6771	12.3156	12.2788	0.0545	-0.9877	0.7693	12.2046	12.0271	12.1359	-0.3608	-0.6819	-0.3684	12.1706	12.1021	11.9794	1.6855	1.2129	2.8144	12.1525	12.2273	12.3721
AT4G38980	2.7121	2.4039	2.6102	3.2998	3.2426	3.0258	2.5226	2.6305	2.9508	2.8969	2.7747	3.0161	2.9914	3.0032	3.0417	3.1934	3.3507	3.1593	2.3816	2.222	2.6646	2.4633	3.0656	2.944
AT4G39010	-0.548	-0.0778	-0.384	1.9756	1.6996	1.0309	-0.6825	-1.108	-0.4813	2.2274	2.2483	2.2836	-1.1573	-0.3304	-1.0358	1.7544	2.2132	1.9877	0.2288	-0.6985	0.0579	2.0599	2.3008	2.207
AT4G39030	4.5298	4.8787	4.5881	3.6474	3.1434	3.2165	4.6777	4.4359	4.9122	3.9929	3.6847	4.1988	4.5446	4.7967	4.8782	4.4468	4.5126	4.8721	5.3859	5.3238	5.3678	5.1001	4.8441	4.5534
AT4G39040	2.9366	3.3028	2.744	6.3103	6.1793	6.2159	2.6868	3.0723	2.8848	6.6787	6.5401	6.6298	3.1066	3.1148	3.1389	6.0409	6.2196	6.0597	2.6109	2.6971	2.1734	6.4815	6.52	6.8169
AT4G39050	6.4333	6.394	6.538	6.6355	6.6598	6.4787	6.6183	6.6296	6.4556	6.5623	6.695	6.6129	6.3325	6.422	6.4261	6.4265	6.4503	6.4224	6.3462	6.3985	6.3869	6.8182	6.7997	6.755
AT4G39070	0.3307	0.8684	0.2766	-2.2283	-3.2546	-3.5339	-0.393	0.2013	-0.21	-4.4868	-2.198	-2.3831	0.2672	0.3428	0.006	-3.2606	-2.741	-1.1822	1.1172	0.5239	0.1428	-1.6719	-1.8344	-2.3415
AT4G39080	7.9437	8.1563	8.0722	8.0954	8.2407	8.177	8.3859	8.23	8.0748	8.0718	8.2188	8.2424	8.227	8.2357	8.1872	8.337	8.1172	8.3444	8.5356	8.2762	8.4281	8.3554	8.2609	8.0707
AT4G39090	8.8892	9.2306	9.1156	7.3078	6.973	6.9142	9.2577	9.141	9.1251	7.4626	7.4405	7.6506	9.6068	9.6514	9.497	7.5068	7.28	7.5091	9.4432	9.122	9.358	7.4068	7.3063	7.0743
AT4G39100	5.2783	5.4991	5.3369	6.0285	5.8195	5.8022	5.0108	5.0096	5.0106	5.6437	5.5204	5.4711	5.6562	5.7519	5.4188	5.9755	5.7881	5.8751	5.1469	4.9766	4.8353	5.3834	5.4068	5.4386
AT4G39110	0.1702	0.4954	0.1537	0.8951	0.2897	0.9035	-0.2279	-0.274	-0.385	1.1279	1.1525	0.6525	0.2672	0.0749	0.4313	1.4583	0.9595	0.7846	0.5071	-0.2329	-0.2316	0.947	1.2409	0.8285
AT4G39120	3.8619	3.8244	3.9542	4.5399	4.5804	4.7219	4.1938	4.2186	4.2773	4.7823	4.6675	4.7482	3.7111	3.8674	3.8397	4.5786	4.7069	4.6134	4.1998	4.0866	4.2966	4.7229	4.7866	4.8854
AT4G39140	5.1533	5.019	5.0892	4.4381	4.3723	4.494	5.3724	5.0749	5.1233	4.4586	4.3162	4.5965	4.9796	5.0329	4.9549	4.9309	4.9497	4.9301	4.763	4.7117	4.6983	4.4306	4.7355	4.6243
AT4G39150	4.9082	4.9495	4.6633	6.1524	6.1835	6.1177	5.0872	5.0005	5.0477	6.197	6.0809	6.0869	4.9111	4.7211	4.7363	6.1608	6.1214	6.1649	4.9746	5.1677	5.1389	6.2307	6.2779	6.3457
AT4G39160	4.852	4.7947	4.8554	4.5992	4.5846	4.7219	4.7684	4.7704	4.7092	4.5103	4.4488	4.7482	4.8439	4.5276	4.8922	4.6363	4.8059	4.6181	4.6299	4.7309	4.5966	4.5292	4.7224	4.7858
AT4G39170	5.6583	5.7502	5.8148	5.7251	5.8738	5.893	5.9097	5.8088	5.8672	5.9363	6.0994	5.9718	5.8024	5.8292	5.7964	5.8644	5.7469	5.8868	6.0334	6.0971	6.0324	5.9955	5.9684	5.9356
AT4G39180	3.2359	3.4258	3.1497	3.9672	3.9385	3.9282	2.8434	2.7564	3.1161	3.7468	3.4745	3.7503	3.6088	3.6769	3.5242	4.0341	3.6548	3.9546	3.2173	3.094	3.4852	3.6135	3.451	2.9732
AT4G39190	4.5132	4.482	4.3983	2.0833	2.0552	2.1757	4.0525	4.0177	3.9894	1.8882	2.2216	2.1898	3.7007	4.2134	3.9074	2.0733	1.9029	1.8341	3.6658	3.819	3.8176	1.6705	1.8974	1.966
AT4G39200	7.7997	7.7069	7.9663	8.2275	7.7032	7.7681	8.0809	8.3314	8.2827	7.8715	7.8018	7.8984	7.5741	7.5421	7.6955	7.9931	7.8015	7.7277	7.9745	8.0096	7.9433	7.722	7.7347	8.1038
AT4G39210	2.4226	1.9484	2.0282	5.8524	5.9294	5.8155	2.228	2.4183	2.5125	5.5425	5.6412	5.4074	1.9957	1.861	2.2255	6.021	5.8342	6.129	2.1255	2.4866	2.0903	5.746	5.4991	5.4465
AT4G39220	5.1407	5.0951	5.1766	4.7143	4.406	4.5159	5.2146	5.4854	5.4673	4.499	4.5327	4.6056	5.133	4.9689	5.2851	4.7965	4.8752	4.8116	5.3979	5.2939	5.307	4.713	4.7656	4.7051
AT4G39230	3.5558	3.2823	3.773	3.109	2.8815	3.1894	3.6738	3.6653	3.808	2.8969	2.8288	2.9744	4.0604	4.1554	3.9347	3.3977	3.6752	3.4825	4.0074	3.872	4.0877	2.7399	3.472	2.6312
AT4G39235	-0.548	-0.7915	-0.1287	2.4482	2.4913	2.4585	-0.152	-0.5872	0.3887	2.5466	2.4913	2.1151	-0.3608	-1.0163	-1.4228	1.5639	2.4528	1.8013	-0.1965	0.4637	-1.0796	1.9301	2.2772	2.4134
AT4G39240	4.7469	4.7004	4.823	5.4632	5.3114	5.1607	4.9603	5.047	5.0733	5.3881	5.0556	5.2907	4.5329	4.7258	4.7081	5.1246	5.2466	5.2456	5.1327	4.919	5.0233	5.307	5.3876	5.257
AT4G39250	-5.5022	-5.4353	-5.3382	-0.2807	-2.5176	-5.1189	-5.4374	-5.6316	-5.3392	-0.3994	-1.0605	-1.2456	-5.4052	-5.5398	-5.1232	-0.7581	-2.741	-3.0567	-5.3258	-5.0909	-4.9865	0.65	1.5481	0.9513
AT4G39260	8.5024	8.4565	8.5367	7.9096	7.5276	7.4905	8.4385	8.4834	8.5089	7.981	7.8236	7.6719	8.2367	8.0325	8.0858	8.0365	8.1311	8.0698	8.9129	8.7461	8.6785	7.9784	7.9741	8.1944
AT4G39270	6.1203	6.2542	6.0558	1.9531	2.0308	1.9791	6.206	6.0728	6.0134	2.1997	2.08	2.393	6.2931	6.1765	6.0246	3.2991	3.9058	3.7203	6.3427	6.1529	6.2199	2.7007	2.6157	2.2555
AT4G39280	5.5139	5.5297	5.6341	5.8447	6.08	6.1555	5.6692	5.7666	5.7194	6.2214	6.0716	6.1191	5.5351	5.5965	5.6441	6.0333	6.0567	6.1503	5.9334	5.907	5.7676	6.2781	6.2986	6.3118
AT4G39300	4.1755	4.2875	4.3983	4.4622	4.1117	4.3426	4.5499	4.7183	4.7065	4.3492	4.1561	3.9496	4.2077	4.113	4.2626	4.1851	4.1921	4.156	4.5796	4.4922	4.5114	4.2588	4.0896	4.4
AT4G39320	1.1271	1.5981	1.201	-0.6433	-1.6697	-1.0314	1.4815	0.8442	1.4022	-0.2389	0.0037	0.0498	1.3892	1.2283	1.4466	0.2838	-0.6706	0.1133	1.5446	1.7036	1.755	-0.7788	-1.4718	-1.856
AT4G39330	3.1878	2.5926	3.1172	7.6432	7.892	7.7979	3.7048	3.6044	3.1725	8.6688	8.7438	8.7553	2.5196	2.8133	3.6416	7.4116	7.8717	7.5317	2.788	3.064	3.1168	8.4642	8.3314	8.3944
AT4G39350	6.9467	7.1219	7.0014	8.401	8.4805	8.4363	6.8061	6.7908	6.7525	8.6522	8.6252	8.5654	7.0302	7.2232	7.2046	8.463	8.2586	8.5849	7.5873	7.5199	7.5534	8.9226	8.7768	8.6924
AT4G39361	0.9735	1.0725	0.5926	-0.5121	1.8747	1.3889	-0.9138	-0.077	-0.2948	1.0678	0.8377	0.5804	0.4277	0.689	0.303	0.512	1.2039	0.7846	0.1661	0.9752	0.5054	0.65	0.4876	0.381
AT4G39363	1.0676	0.7545	0.4432	-0.3918	0.5867	1.1849	-0.152	-0.2053	0.1526	0.7986	0.4343	-0.1815	0.9347	1.1467	0.6047	0.2838	1.2039	0.4877	0.2288	-0.1367	0.5681	-0.0869	0.4027	0.6942
AT4G39364	-0.2168	-0.6804	-0.8146	-0.0814	0.0184	-0.7266	-1.3499	-0.6774	-1.6388	-0.5799	0.3381	0.0498	-0.6503	-0.5857	-0.4794	-1.1451	-0.2049	0.0022	-0.5709	-1.3904	-1.5271	-0.5724	-0.5542	-0.2711
AT4G39366	2.1913	1.7643	1.881	2.1836	2.6116	2.3487	1.5052	1.5283	1.4022	2.1714	1.9558	1.9243	1.5835	1.4936	1.3525	2.3344	2.338	2.1528	1.7723	1.4483	1.6429	2.235	2.0725	2.8365
AT4G39370	3.5932	3.7959	3.4788	3.2544	3.0733	3.1894	3.5081	3.59	3.6748	3.3774	2.898	3.5093	3.5166	3.5127	3.6416	3.2682	3.299	3.4928	3.6601	3.8546	3.5872	3.5037	3.3751	3.1375
AT4G39380	1.8641	1.9134	2.1775	1.7326	1.6682	1.9791	2.6659	2.7564	2.7322	2.3835	2.1666	2.4139	1.8894	1.5791	1.4159	1.4943	1.7826	1.5872	2.1419	1.6234	2.0688	1.7875	1.7677	2.0509
AT4G39390	4.8542	4.8512	5.0744	3.5228	3.7341	3.6056	5.3383	5.4763	5.0584	3.7563	3.8595	3.6743	4.5002	4.2883	4.5224	3.8375	3.8289	4.1032	4.8946	4.9576	4.7767	4.1825	4.0483	3.9769
AT4G39400	7.1473	7.0264	7.3612	7.8179	7.868	7.7517	7.3073	7.3214	7.2127	7.6227	7.6874	7.7664	6.7899	6.8191	6.8565	7.9183	7.6588	7.8679	6.9812	7.0381	6.9962	7.8282	7.8077	7.6966
AT4G39410	-0.2168	-0.4811	-0.2938	-0.6433	0.1146	0.373	0.6287	0.4345	0.3887	0.4674	0.235	0.2492	0.1494	0.9031	0.3686	0.8824	0.1466	0.7159	0.5071	1.0177	0.9908	0.3787	0.7846	-0.2711
AT4G39420	6.4995	6.5039	6.6922	6.6195	6.6367	6.7426	6.5431	6.4655	6.2878	6.7281	6.7191	6.9731	6.2852	6.4256	6.4641	6.7952	6.7688	6.7862	6.609	6.44	6.6515	6.9222	6.9153	6.7883
AT4G39460	4.3911	4.5801	4.0084	5.7742	5.8909	5.9371	4.1792	4.158	4.7092	6.2588	6.2224	6.2235	4.6433	4.7787	4.6825	5.5371	5.7356	5.5295	4.6615	4.7149	4.7567	5.9034	6.129	6.2031
AT4G39470	2.7692	2.6468	2.7117	4.4421	4.5592	4.5086	2.27	2.573	2.7849	4.429	4.5435	4.4009	2.8475	3.0414	3.3726	4.2499	4.3316	4.1689	2.869	3.1899	2.9144	4.3184	4.3723	4.519
AT4G39480	-5.5022	-3.8504	-5.3382	0.2498	-0.0847	0.5535	-5.4374	-5.6316	-5.3392	0.157	0.124	-0.3127	-3.8202	-5.5398	-5.1232	0.7091	-0.0185	-0.1181	-5.3258	-5.0909	-4.9865	-0.0869	-0.7348	-2.3415
